day,oblast,attack_events,uav_events,missile_events,guided_bomb_events
2025-05-19 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-05-19 00:00:00+00:00,Донецька область,1,1,0,0
2025-05-19 00:00:00+00:00,Житомирська область,1,1,0,0
2025-05-19 00:00:00+00:00,Сумська область,1,1,0,0
2025-05-21 00:00:00+00:00,Сумська область,1,1,0,0
2025-05-21 00:00:00+00:00,Харківська область,1,1,0,0
2025-05-22 00:00:00+00:00,Івано-Франківська область,1,1,0,0
2025-05-22 00:00:00+00:00,Дніпропетровська область,2,2,0,0
2025-05-22 00:00:00+00:00,Донецька область,2,2,0,0
2025-05-22 00:00:00+00:00,Житомирська область,1,1,0,0
2025-05-22 00:00:00+00:00,Київська область,1,1,0,0
2025-05-22 00:00:00+00:00,Миколаївська область,1,1,0,0
2025-05-22 00:00:00+00:00,Одеська область,1,1,0,0
2025-05-22 00:00:00+00:00,Сумська область,1,1,0,0
2025-05-22 00:00:00+00:00,Харківська область,2,2,0,0
2025-05-22 00:00:00+00:00,Чернівецька область,1,1,0,0
2025-05-23 00:00:00+00:00,Дніпропетровська область,2,1,1,0
2025-05-23 00:00:00+00:00,Донецька область,1,1,0,0
2025-05-23 00:00:00+00:00,Запорізька область,2,1,1,0
2025-05-23 00:00:00+00:00,Київ,1,0,1,0
2025-05-23 00:00:00+00:00,Київська область,1,1,0,0
2025-05-23 00:00:00+00:00,Одеська область,2,1,1,0
2025-05-23 00:00:00+00:00,Харківська область,1,1,0,0
2025-05-28 00:00:00+00:00,Донецька область,1,1,0,0
2025-05-28 00:00:00+00:00,Сумська область,1,1,0,0
2025-05-28 00:00:00+00:00,Харківська область,1,1,0,0
2025-05-29 00:00:00+00:00,Донецька область,1,1,0,0
2025-05-29 00:00:00+00:00,Одеська область,1,1,0,0
2025-05-29 00:00:00+00:00,Харківська область,1,1,0,0
2025-05-30 00:00:00+00:00,Донецька область,1,1,0,0
2025-05-30 00:00:00+00:00,Сумська область,1,1,0,0
2025-05-30 00:00:00+00:00,Харківська область,1,1,0,0
2025-05-31 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-05-31 00:00:00+00:00,Донецька область,1,1,0,0
2025-05-31 00:00:00+00:00,Житомирська область,1,1,0,0
2025-05-31 00:00:00+00:00,Запорізька область,1,1,0,0
2025-05-31 00:00:00+00:00,Одеська область,1,1,0,0
2025-05-31 00:00:00+00:00,Сумська область,1,1,0,0
2025-05-31 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-01 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-01 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-01 00:00:00+00:00,Херсонська область,1,1,0,0
2025-06-01 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-06-02 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-02 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-02 00:00:00+00:00,Полтавська область,1,1,0,0
2025-06-02 00:00:00+00:00,Сумська область,1,1,0,0
2025-06-02 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-02 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-06-03 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-06-03 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-03 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-03 00:00:00+00:00,Сумська область,1,1,0,0
2025-06-03 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-04 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-04 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-04 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-06-05 00:00:00+00:00,Волинська область,1,1,0,0
2025-06-05 00:00:00+00:00,Київська область,1,1,0,0
2025-06-05 00:00:00+00:00,Львівська область,1,1,0,0
2025-06-05 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-05 00:00:00+00:00,Полтавська область,1,1,0,0
2025-06-05 00:00:00+00:00,Рівненська область,1,1,0,0
2025-06-05 00:00:00+00:00,Тернопільська область,1,1,0,0
2025-06-05 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-05 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-06-05 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-06-06 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-07 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-07 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-09 00:00:00+00:00,Київ,1,1,0,0
2025-06-10 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-10 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-10 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-11 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-11 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-11 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-12 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-06-12 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-12 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-13 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-06-13 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-13 00:00:00+00:00,Запорізька область,1,1,0,0
2025-06-13 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-14 00:00:00+00:00,Полтавська область,1,1,0,0
2025-06-15 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-16 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-06-16 00:00:00+00:00,Київ,1,1,0,0
2025-06-16 00:00:00+00:00,Київська область,1,1,0,0
2025-06-16 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-16 00:00:00+00:00,Полтавська область,1,1,0,0
2025-06-16 00:00:00+00:00,Сумська область,1,1,0,0
2025-06-16 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-06-17 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-06-17 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-17 00:00:00+00:00,Запорізька область,1,1,0,0
2025-06-19 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-19 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-20 00:00:00+00:00,Полтавська область,1,1,0,0
2025-06-21 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-21 00:00:00+00:00,Сумська область,1,1,0,0
2025-06-21 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-06-22 00:00:00+00:00,Київ,1,1,0,0
2025-06-22 00:00:00+00:00,Київська область,1,1,0,0
2025-06-23 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-06-23 00:00:00+00:00,Сумська область,1,1,0,0
2025-06-24 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-24 00:00:00+00:00,Сумська область,1,1,0,0
2025-06-24 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-25 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-25 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-26 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-06-26 00:00:00+00:00,Київська область,1,1,0,0
2025-06-26 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-06-27 00:00:00+00:00,Одеська область,1,1,0,0
2025-06-28 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-06-28 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-28 00:00:00+00:00,Львівська область,1,1,0,0
2025-06-28 00:00:00+00:00,Миколаївська область,1,1,0,0
2025-06-28 00:00:00+00:00,Полтавська область,1,1,0,0
2025-06-28 00:00:00+00:00,Харківська область,1,1,0,0
2025-06-29 00:00:00+00:00,Донецька область,1,1,0,0
2025-06-29 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-02 00:00:00+00:00,Одеська область,1,1,0,0
2025-07-02 00:00:00+00:00,Полтавська область,1,1,0,0
2025-07-03 00:00:00+00:00,Київ,1,1,0,0
2025-07-03 00:00:00+00:00,Київська область,1,1,0,0
2025-07-04 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-07-08 00:00:00+00:00,Волинська область,1,1,0,0
2025-07-09 00:00:00+00:00,Київ,1,1,0,0
2025-07-11 00:00:00+00:00,Волинська область,1,1,0,0
2025-07-11 00:00:00+00:00,Київська область,1,1,0,0
2025-07-11 00:00:00+00:00,Львівська область,1,1,0,0
2025-07-11 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-11 00:00:00+00:00,Чернівецька область,1,1,0,0
2025-07-12 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-12 00:00:00+00:00,Донецька область,1,1,0,0
2025-07-12 00:00:00+00:00,Сумська область,1,1,0,0
2025-07-15 00:00:00+00:00,Вінницька область,1,1,0,0
2025-07-15 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-15 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-16 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-18 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-18 00:00:00+00:00,Житомирська область,1,1,0,0
2025-07-18 00:00:00+00:00,Одеська область,1,1,0,0
2025-07-18 00:00:00+00:00,Сумська область,1,1,0,0
2025-07-19 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-19 00:00:00+00:00,Донецька область,1,1,0,0
2025-07-19 00:00:00+00:00,Сумська область,1,1,0,0
2025-07-19 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-20 00:00:00+00:00,Івано-Франківська область,1,1,0,0
2025-07-20 00:00:00+00:00,Київська область,1,1,0,0
2025-07-20 00:00:00+00:00,Львівська область,1,1,0,0
2025-07-20 00:00:00+00:00,Тернопільська область,1,1,0,0
2025-07-20 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-20 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-07-21 00:00:00+00:00,Одеська область,1,1,0,0
2025-07-21 00:00:00+00:00,Сумська область,1,1,0,0
2025-07-22 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-22 00:00:00+00:00,Сумська область,1,1,0,0
2025-07-22 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-22 00:00:00+00:00,Черкаська область,1,1,0,0
2025-07-23 00:00:00+00:00,Донецька область,1,1,0,0
2025-07-23 00:00:00+00:00,Запорізька область,1,1,0,0
2025-07-23 00:00:00+00:00,Миколаївська область,1,1,0,0
2025-07-23 00:00:00+00:00,Одеська область,1,1,0,0
2025-07-23 00:00:00+00:00,Сумська область,1,1,0,0
2025-07-23 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-23 00:00:00+00:00,Черкаська область,1,1,0,0
2025-07-25 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-25 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-27 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-07-28 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-28 00:00:00+00:00,Одеська область,1,1,0,0
2025-07-29 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-29 00:00:00+00:00,Харківська область,1,1,0,0
2025-07-30 00:00:00+00:00,Київ,1,1,0,0
2025-07-31 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-07-31 00:00:00+00:00,Донецька область,1,1,0,0
2025-07-31 00:00:00+00:00,Київська область,1,1,0,0
2025-07-31 00:00:00+00:00,Харківська область,1,1,0,0
2025-08-03 00:00:00+00:00,Київська область,1,1,0,0
2025-08-03 00:00:00+00:00,Одеська область,1,1,0,0
2025-08-05 00:00:00+00:00,Одеська область,1,1,0,0
2025-08-06 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-06 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-07 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-07 00:00:00+00:00,Київська область,1,1,0,0
2025-08-07 00:00:00+00:00,Одеська область,1,1,0,0
2025-08-07 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-08 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-08 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-08 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-08 00:00:00+00:00,Харківська область,1,1,0,0
2025-08-08 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-08-09 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-09 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-09 00:00:00+00:00,Харківська область,1,1,0,0
2025-08-09 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-08-11 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-11 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-11 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-08-12 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-12 00:00:00+00:00,Полтавська область,1,1,0,0
2025-08-12 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-12 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-08-13 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-13 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-13 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-08-14 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-14 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-14 00:00:00+00:00,Харківська область,1,1,0,0
2025-08-14 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-08-15 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-15 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-15 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-15 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-08-16 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-16 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-16 00:00:00+00:00,Харківська область,1,1,0,0
2025-08-17 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-17 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-17 00:00:00+00:00,Київська область,1,1,0,0
2025-08-17 00:00:00+00:00,Одеська область,1,1,0,0
2025-08-17 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-17 00:00:00+00:00,Харківська область,1,1,0,0
2025-08-18 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-18 00:00:00+00:00,Полтавська область,1,1,0,0
2025-08-19 00:00:00+00:00,Миколаївська область,1,1,0,0
2025-08-19 00:00:00+00:00,Одеська область,1,1,0,0
2025-08-19 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-20 00:00:00+00:00,Волинська область,1,1,0,0
2025-08-20 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-20 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-20 00:00:00+00:00,Закарпатська область,1,1,0,0
2025-08-20 00:00:00+00:00,Запорізька область,1,1,0,0
2025-08-20 00:00:00+00:00,Львівська область,1,1,0,0
2025-08-20 00:00:00+00:00,Рівненська область,1,1,0,0
2025-08-20 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-22 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-22 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-22 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-24 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-26 00:00:00+00:00,Полтавська область,1,1,0,0
2025-08-26 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-27 00:00:00+00:00,Вінницька область,1,1,0,0
2025-08-27 00:00:00+00:00,Запорізька область,1,1,0,0
2025-08-27 00:00:00+00:00,Київська область,1,1,0,0
2025-08-27 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-08-27 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-08-28 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-28 00:00:00+00:00,Донецька область,1,1,0,0
2025-08-29 00:00:00+00:00,Волинська область,1,1,0,0
2025-08-29 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-08-29 00:00:00+00:00,Житомирська область,1,1,0,0
2025-08-29 00:00:00+00:00,Запорізька область,1,1,0,0
2025-08-29 00:00:00+00:00,Київська область,1,1,0,0
2025-08-29 00:00:00+00:00,Сумська область,1,1,0,0
2025-08-29 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-08-29 00:00:00+00:00,Черкаська область,1,1,0,0
2025-08-30 00:00:00+00:00,Одеська область,1,1,0,0
2025-09-02 00:00:00+00:00,Івано-Франківська область,1,1,0,0
2025-09-02 00:00:00+00:00,Волинська область,1,1,0,0
2025-09-02 00:00:00+00:00,Донецька область,1,1,0,0
2025-09-02 00:00:00+00:00,Київська область,2,2,0,0
2025-09-02 00:00:00+00:00,Кіровоградська область,1,1,0,0
2025-09-02 00:00:00+00:00,Львівська область,1,1,0,0
2025-09-02 00:00:00+00:00,Одеська область,1,1,0,0
2025-09-02 00:00:00+00:00,Сумська область,1,1,0,0
2025-09-02 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-09-04 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-09-06 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-09-06 00:00:00+00:00,Житомирська область,1,1,0,0
2025-09-06 00:00:00+00:00,Запорізька область,1,1,0,0
2025-09-06 00:00:00+00:00,Київська область,1,1,0,0
2025-09-06 00:00:00+00:00,Одеська область,1,1,0,0
2025-09-06 00:00:00+00:00,Полтавська область,1,1,0,0
2025-09-06 00:00:00+00:00,Сумська область,1,1,0,0
2025-09-06 00:00:00+00:00,Харківська область,1,1,0,0
2025-09-06 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-09-08 00:00:00+00:00,Запорізька область,1,1,0,0
2025-09-09 00:00:00+00:00,Івано-Франківська область,1,1,0,0
2025-09-09 00:00:00+00:00,Волинська область,1,1,0,0
2025-09-09 00:00:00+00:00,Вінницька область,1,1,0,0
2025-09-09 00:00:00+00:00,Донецька область,1,1,0,0
2025-09-09 00:00:00+00:00,Житомирська область,1,1,0,0
2025-09-09 00:00:00+00:00,Львівська область,1,1,0,0
2025-09-09 00:00:00+00:00,Одеська область,1,1,0,0
2025-09-11 00:00:00+00:00,Сумська область,1,1,0,0
2025-09-18 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-09-18 00:00:00+00:00,Донецька область,1,1,0,0
2025-09-18 00:00:00+00:00,Київська область,1,1,0,0
2025-09-19 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-09-19 00:00:00+00:00,Донецька область,1,1,0,0
2025-09-19 00:00:00+00:00,Запорізька область,1,1,0,0
2025-09-19 00:00:00+00:00,Київська область,1,1,0,0
2025-09-19 00:00:00+00:00,Кіровоградська область,1,1,0,0
2025-09-19 00:00:00+00:00,Миколаївська область,1,1,0,0
2025-09-19 00:00:00+00:00,Одеська область,1,1,0,0
2025-09-19 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-09-27 00:00:00+00:00,Донецька область,1,1,0,0
2025-09-27 00:00:00+00:00,Київ,1,1,0,0
2025-09-27 00:00:00+00:00,Київська область,1,1,0,0
2025-09-27 00:00:00+00:00,Одеська область,1,1,0,0
2025-09-27 00:00:00+00:00,Сумська область,1,1,0,0
2025-10-02 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-10-02 00:00:00+00:00,Київська область,1,1,0,0
2025-10-02 00:00:00+00:00,Одеська область,1,1,0,0
2025-10-02 00:00:00+00:00,Полтавська область,1,1,0,0
2025-10-02 00:00:00+00:00,Сумська область,1,1,0,0
2025-10-02 00:00:00+00:00,Харківська область,1,1,0,0
2025-10-04 00:00:00+00:00,Івано-Франківська область,1,1,0,0
2025-10-04 00:00:00+00:00,Житомирська область,1,1,0,0
2025-10-04 00:00:00+00:00,Запорізька область,1,1,0,0
2025-10-04 00:00:00+00:00,Львівська область,1,1,0,0
2025-10-04 00:00:00+00:00,Одеська область,1,1,0,0
2025-10-04 00:00:00+00:00,Рівненська область,1,1,0,0
2025-10-04 00:00:00+00:00,Сумська область,1,1,0,0
2025-10-04 00:00:00+00:00,Харківська область,1,1,0,0
2025-10-04 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-10-09 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-10-09 00:00:00+00:00,Запорізька область,1,1,0,0
2025-10-09 00:00:00+00:00,Київська область,1,1,0,0
2025-10-09 00:00:00+00:00,Полтавська область,1,1,0,0
2025-10-09 00:00:00+00:00,Харківська область,1,1,0,0
2025-10-09 00:00:00+00:00,Черкаська область,1,1,0,0
2025-10-15 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-10-15 00:00:00+00:00,Донецька область,1,1,0,0
2025-10-15 00:00:00+00:00,Полтавська область,1,1,0,0
2025-10-15 00:00:00+00:00,Харківська область,1,1,0,0
2025-10-21 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-10-21 00:00:00+00:00,Донецька область,1,1,0,0
2025-10-21 00:00:00+00:00,Запорізька область,1,1,0,0
2025-10-21 00:00:00+00:00,Київська область,1,1,0,0
2025-10-21 00:00:00+00:00,Одеська область,1,1,0,0
2025-10-21 00:00:00+00:00,Полтавська область,1,1,0,0
2025-10-21 00:00:00+00:00,Сумська область,1,1,0,0
2025-10-21 00:00:00+00:00,Харківська область,1,1,0,0
2025-10-21 00:00:00+00:00,Черкаська область,1,1,0,0
2025-10-21 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-10-29 00:00:00+00:00,Івано-Франківська область,1,1,0,0
2025-10-29 00:00:00+00:00,Вінницька область,1,1,0,0
2025-10-29 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-10-29 00:00:00+00:00,Донецька область,1,1,0,0
2025-10-29 00:00:00+00:00,Запорізька область,1,1,0,0
2025-10-29 00:00:00+00:00,Київська область,1,1,0,0
2025-10-29 00:00:00+00:00,Кіровоградська область,1,1,0,0
2025-10-29 00:00:00+00:00,Львівська область,1,1,0,0
2025-10-29 00:00:00+00:00,Одеська область,1,1,0,0
2025-10-29 00:00:00+00:00,Полтавська область,1,1,0,0
2025-10-29 00:00:00+00:00,Сумська область,1,1,0,0
2025-10-29 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-10-29 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-11-07 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-11-07 00:00:00+00:00,Донецька область,1,1,0,0
2025-11-07 00:00:00+00:00,Запорізька область,1,1,0,0
2025-11-07 00:00:00+00:00,Київська область,1,1,0,0
2025-11-07 00:00:00+00:00,Полтавська область,1,1,0,0
2025-11-07 00:00:00+00:00,Сумська область,1,1,0,0
2025-11-07 00:00:00+00:00,Харківська область,1,1,0,0
2025-11-07 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-11-10 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-11-10 00:00:00+00:00,Донецька область,1,1,0,0
2025-11-10 00:00:00+00:00,Одеська область,1,1,0,0
2025-11-10 00:00:00+00:00,Харківська область,1,1,0,0
2025-11-13 00:00:00+00:00,Київ,1,1,0,0
2025-11-13 00:00:00+00:00,Київська область,1,1,0,0
2025-11-13 00:00:00+00:00,Одеська область,1,1,0,0
2025-11-13 00:00:00+00:00,Полтавська область,1,1,0,0
2025-11-13 00:00:00+00:00,Харківська область,1,1,0,0
2025-11-13 00:00:00+00:00,Черкаська область,1,1,0,0
2025-11-18 00:00:00+00:00,Івано-Франківська область,1,1,0,0
2025-11-18 00:00:00+00:00,Вінницька область,1,1,0,0
2025-11-18 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-11-18 00:00:00+00:00,Донецька область,1,1,0,0
2025-11-18 00:00:00+00:00,Львівська область,1,1,0,0
2025-11-18 00:00:00+00:00,Тернопільська область,1,1,0,0
2025-11-18 00:00:00+00:00,Харківська область,1,1,0,0
2025-11-20 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-11-20 00:00:00+00:00,Одеська область,1,1,0,0
2025-11-20 00:00:00+00:00,Харківська область,1,1,0,0
2025-11-20 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-11-23 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-11-23 00:00:00+00:00,Харківська область,1,1,0,0
2025-11-23 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-11-24 00:00:00+00:00,Київська область,1,1,0,0
2025-11-24 00:00:00+00:00,Одеська область,1,1,0,0
2025-11-24 00:00:00+00:00,Сумська область,1,1,0,0
2025-11-24 00:00:00+00:00,Харківська область,1,1,0,0
2025-11-28 00:00:00+00:00,Київська область,1,1,0,0
2025-12-02 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-12-02 00:00:00+00:00,Запорізька область,1,1,0,0
2025-12-02 00:00:00+00:00,Одеська область,1,1,0,0
2025-12-02 00:00:00+00:00,Харківська область,1,1,0,0
2025-12-05 00:00:00+00:00,Івано-Франківська область,1,1,0,0
2025-12-05 00:00:00+00:00,Волинська область,1,1,0,0
2025-12-05 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2025-12-05 00:00:00+00:00,Донецька область,1,1,0,0
2025-12-05 00:00:00+00:00,Київська область,1,1,0,0
2025-12-05 00:00:00+00:00,Львівська область,1,1,0,0
2025-12-05 00:00:00+00:00,Одеська область,1,1,0,0
2025-12-05 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-12-10 00:00:00+00:00,Полтавська область,1,1,0,0
2025-12-12 00:00:00+00:00,Одеська область,1,1,0,0
2025-12-22 00:00:00+00:00,Донецька область,1,1,0,0
2025-12-22 00:00:00+00:00,Житомирська область,1,1,0,0
2025-12-22 00:00:00+00:00,Одеська область,1,1,0,0
2025-12-22 00:00:00+00:00,Рівненська область,1,1,0,0
2025-12-22 00:00:00+00:00,Хмельницька область,1,1,0,0
2025-12-23 00:00:00+00:00,Чернігівська область,1,1,0,0
2025-12-26 00:00:00+00:00,Київська область,1,1,0,0
2025-12-27 00:00:00+00:00,Київська область,1,1,0,0
2025-12-31 00:00:00+00:00,Волинська область,1,1,0,0
2025-12-31 00:00:00+00:00,Донецька область,1,1,0,0
2025-12-31 00:00:00+00:00,Запорізька область,1,1,0,0
2025-12-31 00:00:00+00:00,Київська область,1,1,0,0
2025-12-31 00:00:00+00:00,Одеська область,1,1,0,0
2025-12-31 00:00:00+00:00,Сумська область,1,1,0,0
2025-12-31 00:00:00+00:00,Харківська область,1,1,0,0
2026-01-01 00:00:00+00:00,Волинська область,1,1,0,0
2026-01-01 00:00:00+00:00,Донецька область,1,1,0,0
2026-01-01 00:00:00+00:00,Запорізька область,1,1,0,0
2026-01-01 00:00:00+00:00,Київська область,1,1,0,0
2026-01-01 00:00:00+00:00,Одеська область,1,1,0,0
2026-01-01 00:00:00+00:00,Сумська область,1,1,0,0
2026-01-01 00:00:00+00:00,Харківська область,1,1,0,0
2026-01-07 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2026-01-08 00:00:00+00:00,Київська область,1,1,0,0
2026-01-12 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2026-01-12 00:00:00+00:00,Донецька область,1,1,0,0
2026-01-12 00:00:00+00:00,Запорізька область,1,1,0,0
2026-01-12 00:00:00+00:00,Київська область,1,1,0,0
2026-01-12 00:00:00+00:00,Одеська область,1,1,0,0
2026-01-12 00:00:00+00:00,Харківська область,1,1,0,0
2026-01-12 00:00:00+00:00,Чернігівська область,1,1,0,0
2026-01-13 00:00:00+00:00,Дніпропетровська область,1,1,0,0
2026-01-13 00:00:00+00:00,Київська область,1,1,0,0
2026-01-13 00:00:00+00:00,Миколаївська область,1,1,0,0
2026-01-13 00:00:00+00:00,Чернігівська область,1,1,0,0
