day,oblast,viina_events,viina_uav_events,viina_airstrike_events
2023-01-01 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-01-01 00:00:00+00:00,Вінницька область,1,1,1
2023-01-01 00:00:00+00:00,Дніпропетровська область,2,1,1
2023-01-01 00:00:00+00:00,Донецька область,6,1,5
2023-01-01 00:00:00+00:00,Житомирська область,1,0,1
2023-01-01 00:00:00+00:00,Запорізька область,7,2,5
2023-01-01 00:00:00+00:00,Київська область,21,14,9
2023-01-01 00:00:00+00:00,Луганська область,1,0,1
2023-01-01 00:00:00+00:00,Миколаївська область,2,1,1
2023-01-01 00:00:00+00:00,Сумська область,2,0,2
2023-01-01 00:00:00+00:00,Харківська область,13,1,12
2023-01-01 00:00:00+00:00,Херсонська область,8,0,8
2023-01-01 00:00:00+00:00,Хмельницька область,1,0,1
2023-01-01 00:00:00+00:00,Чернігівська область,2,0,2
2023-01-02 00:00:00+00:00,Автономна Республіка Крим,6,4,3
2023-01-02 00:00:00+00:00,Дніпропетровська область,3,2,1
2023-01-02 00:00:00+00:00,Донецька область,2,1,1
2023-01-02 00:00:00+00:00,Запорізька область,4,3,1
2023-01-02 00:00:00+00:00,Київська область,13,10,5
2023-01-02 00:00:00+00:00,Кіровоградська область,1,0,1
2023-01-02 00:00:00+00:00,Миколаївська область,3,1,2
2023-01-02 00:00:00+00:00,Полтавська область,2,2,0
2023-01-02 00:00:00+00:00,Харківська область,2,0,2
2023-01-02 00:00:00+00:00,Херсонська область,3,0,3
2023-01-03 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-01-03 00:00:00+00:00,Дніпропетровська область,3,3,1
2023-01-03 00:00:00+00:00,Донецька область,8,1,7
2023-01-03 00:00:00+00:00,Закарпатська область,1,0,1
2023-01-03 00:00:00+00:00,Запорізька область,1,0,1
2023-01-03 00:00:00+00:00,Київська область,5,4,1
2023-01-03 00:00:00+00:00,Луганська область,4,0,4
2023-01-03 00:00:00+00:00,Миколаївська область,1,0,1
2023-01-03 00:00:00+00:00,Харківська область,1,0,1
2023-01-03 00:00:00+00:00,Херсонська область,3,0,3
2023-01-04 00:00:00+00:00,Автономна Республіка Крим,4,2,2
2023-01-04 00:00:00+00:00,Донецька область,2,0,2
2023-01-04 00:00:00+00:00,Луганська область,2,0,2
2023-01-04 00:00:00+00:00,Харківська область,2,0,2
2023-01-04 00:00:00+00:00,Херсонська область,3,0,3
2023-01-05 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2023-01-05 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-01-05 00:00:00+00:00,Донецька область,11,1,10
2023-01-05 00:00:00+00:00,Запорізька область,1,1,0
2023-01-05 00:00:00+00:00,Київська область,1,0,1
2023-01-05 00:00:00+00:00,Луганська область,1,0,1
2023-01-05 00:00:00+00:00,Сумська область,2,0,2
2023-01-05 00:00:00+00:00,Харківська область,6,0,6
2023-01-05 00:00:00+00:00,Херсонська область,4,0,4
2023-01-06 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-01-06 00:00:00+00:00,Донецька область,13,1,12
2023-01-06 00:00:00+00:00,Запорізька область,2,1,1
2023-01-06 00:00:00+00:00,Київська область,2,2,2
2023-01-06 00:00:00+00:00,Луганська область,1,0,1
2023-01-06 00:00:00+00:00,Полтавська область,1,0,1
2023-01-06 00:00:00+00:00,Сумська область,3,1,2
2023-01-06 00:00:00+00:00,Харківська область,1,0,1
2023-01-06 00:00:00+00:00,Херсонська область,3,0,3
2023-01-07 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-01-07 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-01-07 00:00:00+00:00,Донецька область,8,2,6
2023-01-07 00:00:00+00:00,Запорізька область,3,1,2
2023-01-07 00:00:00+00:00,Луганська область,1,0,1
2023-01-07 00:00:00+00:00,Сумська область,2,0,2
2023-01-07 00:00:00+00:00,Харківська область,1,0,1
2023-01-07 00:00:00+00:00,Херсонська область,1,0,1
2023-01-08 00:00:00+00:00,Дніпропетровська область,2,1,1
2023-01-08 00:00:00+00:00,Донецька область,8,3,5
2023-01-08 00:00:00+00:00,Запорізька область,2,2,0
2023-01-08 00:00:00+00:00,Київська область,1,1,0
2023-01-08 00:00:00+00:00,Кіровоградська область,1,0,1
2023-01-08 00:00:00+00:00,Луганська область,1,0,1
2023-01-08 00:00:00+00:00,Сумська область,2,1,2
2023-01-08 00:00:00+00:00,Харківська область,4,1,3
2023-01-08 00:00:00+00:00,Херсонська область,1,1,0
2023-01-09 00:00:00+00:00,Дніпропетровська область,3,0,3
2023-01-09 00:00:00+00:00,Донецька область,5,1,4
2023-01-09 00:00:00+00:00,Миколаївська область,1,1,0
2023-01-09 00:00:00+00:00,Сумська область,2,0,2
2023-01-09 00:00:00+00:00,Харківська область,2,0,2
2023-01-09 00:00:00+00:00,Херсонська область,1,0,1
2023-01-10 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-01-10 00:00:00+00:00,Дніпропетровська область,4,1,3
2023-01-10 00:00:00+00:00,Донецька область,4,4,0
2023-01-10 00:00:00+00:00,Запорізька область,1,1,0
2023-01-10 00:00:00+00:00,Київська область,1,1,0
2023-01-10 00:00:00+00:00,Сумська область,2,2,1
2023-01-10 00:00:00+00:00,Харківська область,1,0,1
2023-01-10 00:00:00+00:00,Херсонська область,3,0,3
2023-01-11 00:00:00+00:00,Івано-Франківська область,1,0,1
2023-01-11 00:00:00+00:00,Автономна Республіка Крим,2,1,1
2023-01-11 00:00:00+00:00,Дніпропетровська область,6,0,6
2023-01-11 00:00:00+00:00,Донецька область,17,10,7
2023-01-11 00:00:00+00:00,Запорізька область,5,0,5
2023-01-11 00:00:00+00:00,Київська область,3,1,2
2023-01-11 00:00:00+00:00,Луганська область,1,0,1
2023-01-11 00:00:00+00:00,Львівська область,2,0,2
2023-01-11 00:00:00+00:00,Миколаївська область,1,0,1
2023-01-11 00:00:00+00:00,Одеська область,2,2,0
2023-01-11 00:00:00+00:00,Сумська область,3,0,3
2023-01-11 00:00:00+00:00,Харківська область,6,1,5
2023-01-11 00:00:00+00:00,Херсонська область,2,0,2
2023-01-11 00:00:00+00:00,Хмельницька область,1,0,1
2023-01-11 00:00:00+00:00,Чернігівська область,1,0,1
2023-01-12 00:00:00+00:00,Донецька область,6,1,6
2023-01-12 00:00:00+00:00,Миколаївська область,1,0,1
2023-01-12 00:00:00+00:00,Харківська область,4,2,2
2023-01-13 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-01-13 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-01-13 00:00:00+00:00,Донецька область,12,7,7
2023-01-13 00:00:00+00:00,Запорізька область,1,0,1
2023-01-13 00:00:00+00:00,Луганська область,4,2,2
2023-01-13 00:00:00+00:00,Сумська область,1,1,1
2023-01-13 00:00:00+00:00,Харківська область,5,0,5
2023-01-13 00:00:00+00:00,Херсонська область,1,0,1
2023-01-14 00:00:00+00:00,Дніпропетровська область,10,2,9
2023-01-14 00:00:00+00:00,Донецька область,1,0,1
2023-01-14 00:00:00+00:00,Київська область,10,8,2
2023-01-14 00:00:00+00:00,Кіровоградська область,1,0,1
2023-01-14 00:00:00+00:00,Луганська область,2,0,2
2023-01-14 00:00:00+00:00,Одеська область,1,1,0
2023-01-14 00:00:00+00:00,Сумська область,1,0,1
2023-01-14 00:00:00+00:00,Харківська область,3,0,3
2023-01-15 00:00:00+00:00,Дніпропетровська область,8,0,8
2023-01-15 00:00:00+00:00,Донецька область,2,0,2
2023-01-15 00:00:00+00:00,Запорізька область,1,0,1
2023-01-15 00:00:00+00:00,Київська область,2,1,1
2023-01-15 00:00:00+00:00,Кіровоградська область,1,0,1
2023-01-15 00:00:00+00:00,Луганська область,1,0,1
2023-01-15 00:00:00+00:00,Миколаївська область,1,0,1
2023-01-15 00:00:00+00:00,Сумська область,2,1,1
2023-01-15 00:00:00+00:00,Харківська область,7,0,7
2023-01-15 00:00:00+00:00,Херсонська область,5,1,4
2023-01-16 00:00:00+00:00,Автономна Республіка Крим,2,2,1
2023-01-16 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-01-16 00:00:00+00:00,Донецька область,3,2,2
2023-01-16 00:00:00+00:00,Запорізька область,5,1,4
2023-01-16 00:00:00+00:00,Київська область,1,1,0
2023-01-16 00:00:00+00:00,Миколаївська область,2,0,2
2023-01-16 00:00:00+00:00,Одеська область,3,1,2
2023-01-16 00:00:00+00:00,Харківська область,3,0,3
2023-01-17 00:00:00+00:00,Дніпропетровська область,5,0,5
2023-01-17 00:00:00+00:00,Донецька область,7,3,4
2023-01-17 00:00:00+00:00,Запорізька область,1,0,1
2023-01-17 00:00:00+00:00,Київська область,1,1,0
2023-01-17 00:00:00+00:00,Харківська область,2,0,2
2023-01-17 00:00:00+00:00,Херсонська область,1,0,1
2023-01-18 00:00:00+00:00,Автономна Республіка Крим,2,0,2
2023-01-18 00:00:00+00:00,Дніпропетровська область,4,0,4
2023-01-18 00:00:00+00:00,Донецька область,4,0,4
2023-01-18 00:00:00+00:00,Київська область,27,7,21
2023-01-18 00:00:00+00:00,Луганська область,4,0,4
2023-01-18 00:00:00+00:00,Рівненська область,1,1,0
2023-01-18 00:00:00+00:00,Харківська область,3,0,3
2023-01-19 00:00:00+00:00,Дніпропетровська область,7,0,7
2023-01-19 00:00:00+00:00,Донецька область,11,2,9
2023-01-19 00:00:00+00:00,Запорізька область,6,1,5
2023-01-19 00:00:00+00:00,Київська область,6,0,6
2023-01-19 00:00:00+00:00,Луганська область,1,0,1
2023-01-19 00:00:00+00:00,Сумська область,1,1,1
2023-01-19 00:00:00+00:00,Харківська область,1,0,1
2023-01-19 00:00:00+00:00,Херсонська область,4,0,4
2023-01-20 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-01-20 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-01-20 00:00:00+00:00,Донецька область,6,0,6
2023-01-20 00:00:00+00:00,Запорізька область,3,0,3
2023-01-20 00:00:00+00:00,Київська область,5,1,4
2023-01-20 00:00:00+00:00,Луганська область,8,0,8
2023-01-20 00:00:00+00:00,Полтавська область,1,0,1
2023-01-20 00:00:00+00:00,Сумська область,3,0,3
2023-01-20 00:00:00+00:00,Харківська область,5,0,5
2023-01-21 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-01-21 00:00:00+00:00,Донецька область,8,0,8
2023-01-21 00:00:00+00:00,Запорізька область,2,0,2
2023-01-21 00:00:00+00:00,Київська область,6,0,6
2023-01-21 00:00:00+00:00,Луганська область,2,0,2
2023-01-21 00:00:00+00:00,Сумська область,1,0,1
2023-01-21 00:00:00+00:00,Харківська область,3,0,3
2023-01-21 00:00:00+00:00,Херсонська область,1,0,1
2023-01-21 00:00:00+00:00,Чернігівська область,1,0,1
2023-01-22 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-01-22 00:00:00+00:00,Донецька область,2,0,2
2023-01-22 00:00:00+00:00,Запорізька область,1,0,1
2023-01-22 00:00:00+00:00,Полтавська область,1,0,1
2023-01-22 00:00:00+00:00,Херсонська область,1,0,1
2023-01-23 00:00:00+00:00,Дніпропетровська область,3,1,2
2023-01-23 00:00:00+00:00,Донецька область,8,0,8
2023-01-23 00:00:00+00:00,Запорізька область,3,1,2
2023-01-23 00:00:00+00:00,Київська область,2,1,1
2023-01-23 00:00:00+00:00,Полтавська область,1,0,1
2023-01-23 00:00:00+00:00,Сумська область,1,0,1
2023-01-24 00:00:00+00:00,Волинська область,1,0,1
2023-01-24 00:00:00+00:00,Донецька область,10,1,9
2023-01-24 00:00:00+00:00,Київська область,1,0,1
2023-01-24 00:00:00+00:00,Кіровоградська область,1,0,1
2023-01-24 00:00:00+00:00,Луганська область,1,0,1
2023-01-24 00:00:00+00:00,Львівська область,1,0,1
2023-01-24 00:00:00+00:00,Одеська область,1,0,1
2023-01-24 00:00:00+00:00,Полтавська область,1,0,1
2023-01-24 00:00:00+00:00,Сумська область,3,1,2
2023-01-24 00:00:00+00:00,Харківська область,1,0,1
2023-01-24 00:00:00+00:00,Херсонська область,1,0,1
2023-01-25 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2023-01-25 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-01-25 00:00:00+00:00,Донецька область,7,2,5
2023-01-25 00:00:00+00:00,Житомирська область,1,0,1
2023-01-25 00:00:00+00:00,Київська область,2,2,0
2023-01-25 00:00:00+00:00,Луганська область,1,0,1
2023-01-25 00:00:00+00:00,Львівська область,1,0,1
2023-01-25 00:00:00+00:00,Полтавська область,1,0,1
2023-01-25 00:00:00+00:00,Сумська область,4,0,4
2023-01-25 00:00:00+00:00,Харківська область,1,0,1
2023-01-25 00:00:00+00:00,Херсонська область,6,1,6
2023-01-26 00:00:00+00:00,Вінницька область,2,2,1
2023-01-26 00:00:00+00:00,Дніпропетровська область,4,2,3
2023-01-26 00:00:00+00:00,Донецька область,4,0,4
2023-01-26 00:00:00+00:00,Житомирська область,1,1,0
2023-01-26 00:00:00+00:00,Київська область,10,9,4
2023-01-26 00:00:00+00:00,Одеська область,2,1,1
2023-01-26 00:00:00+00:00,Харківська область,3,0,3
2023-01-26 00:00:00+00:00,Херсонська область,1,0,1
2023-01-27 00:00:00+00:00,Автономна Республіка Крим,2,0,2
2023-01-27 00:00:00+00:00,Дніпропетровська область,3,2,2
2023-01-27 00:00:00+00:00,Донецька область,6,1,5
2023-01-27 00:00:00+00:00,Запорізька область,3,2,1
2023-01-27 00:00:00+00:00,Київська область,1,0,1
2023-01-27 00:00:00+00:00,Одеська область,1,0,1
2023-01-27 00:00:00+00:00,Рівненська область,1,0,1
2023-01-27 00:00:00+00:00,Харківська область,3,0,3
2023-01-27 00:00:00+00:00,Херсонська область,3,0,3
2023-01-27 00:00:00+00:00,Черкаська область,1,0,1
2023-01-28 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-01-28 00:00:00+00:00,Донецька область,7,0,7
2023-01-28 00:00:00+00:00,Запорізька область,1,0,1
2023-01-28 00:00:00+00:00,Київська область,2,0,2
2023-01-28 00:00:00+00:00,Луганська область,7,1,7
2023-01-28 00:00:00+00:00,Полтавська область,1,0,1
2023-01-28 00:00:00+00:00,Сумська область,2,0,2
2023-01-28 00:00:00+00:00,Харківська область,4,0,4
2023-01-28 00:00:00+00:00,Херсонська область,2,0,2
2023-01-29 00:00:00+00:00,Донецька область,7,0,7
2023-01-29 00:00:00+00:00,Київська область,2,0,2
2023-01-29 00:00:00+00:00,Луганська область,3,2,1
2023-01-29 00:00:00+00:00,Сумська область,2,1,1
2023-01-29 00:00:00+00:00,Харківська область,2,0,2
2023-01-29 00:00:00+00:00,Херсонська область,3,0,3
2023-01-30 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-01-30 00:00:00+00:00,Донецька область,2,1,1
2023-01-30 00:00:00+00:00,Запорізька область,2,1,1
2023-01-30 00:00:00+00:00,Луганська область,1,0,1
2023-01-30 00:00:00+00:00,Миколаївська область,1,0,1
2023-01-30 00:00:00+00:00,Сумська область,2,0,2
2023-01-30 00:00:00+00:00,Харківська область,4,1,3
2023-01-30 00:00:00+00:00,Херсонська область,3,0,3
2023-01-30 00:00:00+00:00,Чернігівська область,1,0,1
2023-01-31 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-01-31 00:00:00+00:00,Донецька область,11,1,10
2023-01-31 00:00:00+00:00,Луганська область,2,0,2
2023-01-31 00:00:00+00:00,Харківська область,1,0,1
2023-02-01 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-02-01 00:00:00+00:00,Донецька область,3,1,2
2023-02-01 00:00:00+00:00,Київська область,1,1,0
2023-02-01 00:00:00+00:00,Луганська область,2,0,2
2023-02-02 00:00:00+00:00,Донецька область,4,1,3
2023-02-02 00:00:00+00:00,Запорізька область,2,0,2
2023-02-02 00:00:00+00:00,Луганська область,1,0,1
2023-02-02 00:00:00+00:00,Сумська область,1,0,1
2023-02-02 00:00:00+00:00,Харківська область,4,0,4
2023-02-02 00:00:00+00:00,Херсонська область,2,1,1
2023-02-03 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-02-03 00:00:00+00:00,Дніпропетровська область,1,1,1
2023-02-03 00:00:00+00:00,Донецька область,4,1,4
2023-02-03 00:00:00+00:00,Луганська область,2,0,2
2023-02-03 00:00:00+00:00,Харківська область,3,0,3
2023-02-04 00:00:00+00:00,Автономна Республіка Крим,3,3,0
2023-02-04 00:00:00+00:00,Донецька область,1,0,1
2023-02-04 00:00:00+00:00,Київська область,1,1,0
2023-02-04 00:00:00+00:00,Одеська область,1,1,0
2023-02-05 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-02-05 00:00:00+00:00,Донецька область,2,1,1
2023-02-05 00:00:00+00:00,Запорізька область,1,1,0
2023-02-05 00:00:00+00:00,Луганська область,1,0,1
2023-02-05 00:00:00+00:00,Харківська область,5,0,5
2023-02-06 00:00:00+00:00,Донецька область,3,1,2
2023-02-06 00:00:00+00:00,Запорізька область,2,2,0
2023-02-06 00:00:00+00:00,Київська область,1,0,1
2023-02-06 00:00:00+00:00,Луганська область,1,0,1
2023-02-06 00:00:00+00:00,Сумська область,1,0,1
2023-02-06 00:00:00+00:00,Харківська область,4,0,4
2023-02-06 00:00:00+00:00,Чернігівська область,1,0,1
2023-02-07 00:00:00+00:00,Автономна Республіка Крим,2,0,2
2023-02-07 00:00:00+00:00,Донецька область,7,1,6
2023-02-07 00:00:00+00:00,Луганська область,1,0,1
2023-02-07 00:00:00+00:00,Миколаївська область,1,0,1
2023-02-07 00:00:00+00:00,Полтавська область,1,0,1
2023-02-07 00:00:00+00:00,Харківська область,6,1,5
2023-02-08 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-02-08 00:00:00+00:00,Донецька область,3,1,2
2023-02-08 00:00:00+00:00,Запорізька область,1,1,0
2023-02-08 00:00:00+00:00,Чернігівська область,2,1,1
2023-02-09 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-02-09 00:00:00+00:00,Донецька область,4,3,1
2023-02-09 00:00:00+00:00,Запорізька область,3,2,1
2023-02-09 00:00:00+00:00,Київська область,2,2,0
2023-02-09 00:00:00+00:00,Луганська область,1,1,0
2023-02-09 00:00:00+00:00,Херсонська область,3,2,1
2023-02-10 00:00:00+00:00,Дніпропетровська область,4,4,1
2023-02-10 00:00:00+00:00,Донецька область,1,1,0
2023-02-10 00:00:00+00:00,Запорізька область,5,4,1
2023-02-10 00:00:00+00:00,Київська область,5,4,1
2023-02-10 00:00:00+00:00,Миколаївська область,1,1,0
2023-02-10 00:00:00+00:00,Одеська область,2,2,1
2023-02-10 00:00:00+00:00,Полтавська область,1,1,0
2023-02-10 00:00:00+00:00,Сумська область,1,0,1
2023-02-10 00:00:00+00:00,Харківська область,2,2,0
2023-02-10 00:00:00+00:00,Хмельницька область,3,3,0
2023-02-11 00:00:00+00:00,Дніпропетровська область,4,4,2
2023-02-11 00:00:00+00:00,Донецька область,11,0,11
2023-02-11 00:00:00+00:00,Запорізька область,2,1,2
2023-02-11 00:00:00+00:00,Київська область,1,1,0
2023-02-11 00:00:00+00:00,Луганська область,2,0,2
2023-02-11 00:00:00+00:00,Миколаївська область,1,0,1
2023-02-11 00:00:00+00:00,Одеська область,4,2,4
2023-02-11 00:00:00+00:00,Сумська область,1,0,1
2023-02-11 00:00:00+00:00,Харківська область,3,1,2
2023-02-11 00:00:00+00:00,Хмельницька область,1,1,0
2023-02-12 00:00:00+00:00,Дніпропетровська область,1,1,1
2023-02-12 00:00:00+00:00,Донецька область,6,2,4
2023-02-12 00:00:00+00:00,Луганська область,2,0,2
2023-02-12 00:00:00+00:00,Миколаївська область,1,0,1
2023-02-12 00:00:00+00:00,Харківська область,3,1,3
2023-02-12 00:00:00+00:00,Херсонська область,1,0,1
2023-02-13 00:00:00+00:00,Донецька область,3,1,2
2023-02-13 00:00:00+00:00,Сумська область,3,0,3
2023-02-14 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-02-14 00:00:00+00:00,Донецька область,6,2,5
2023-02-14 00:00:00+00:00,Запорізька область,1,1,0
2023-02-14 00:00:00+00:00,Луганська область,2,0,2
2023-02-14 00:00:00+00:00,Херсонська область,4,4,0
2023-02-15 00:00:00+00:00,Автономна Республіка Крим,2,0,2
2023-02-15 00:00:00+00:00,Дніпропетровська область,1,1,1
2023-02-15 00:00:00+00:00,Донецька область,4,1,3
2023-02-15 00:00:00+00:00,Київська область,6,5,4
2023-02-15 00:00:00+00:00,Сумська область,2,0,2
2023-02-15 00:00:00+00:00,Харківська область,1,1,0
2023-02-15 00:00:00+00:00,Чернігівська область,1,1,0
2023-02-16 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-02-16 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-02-16 00:00:00+00:00,Донецька область,1,0,1
2023-02-16 00:00:00+00:00,Полтавська область,3,3,0
2023-02-16 00:00:00+00:00,Харківська область,4,0,4
2023-02-16 00:00:00+00:00,Херсонська область,2,2,0
2023-02-17 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-02-17 00:00:00+00:00,Донецька область,2,1,1
2023-02-17 00:00:00+00:00,Житомирська область,1,0,1
2023-02-17 00:00:00+00:00,Запорізька область,1,0,1
2023-02-17 00:00:00+00:00,Київська область,1,0,1
2023-02-17 00:00:00+00:00,Луганська область,1,1,0
2023-02-17 00:00:00+00:00,Сумська область,1,0,1
2023-02-17 00:00:00+00:00,Харківська область,4,1,3
2023-02-17 00:00:00+00:00,Херсонська область,1,1,0
2023-02-17 00:00:00+00:00,Чернігівська область,2,0,2
2023-02-18 00:00:00+00:00,Київська область,2,1,1
2023-02-18 00:00:00+00:00,Миколаївська область,2,2,0
2023-02-18 00:00:00+00:00,Харківська область,1,0,1
2023-02-18 00:00:00+00:00,Хмельницька область,2,2,0
2023-02-19 00:00:00+00:00,Дніпропетровська область,2,1,1
2023-02-19 00:00:00+00:00,Київська область,2,1,1
2023-02-19 00:00:00+00:00,Миколаївська область,1,1,0
2023-02-20 00:00:00+00:00,Донецька область,1,0,1
2023-02-20 00:00:00+00:00,Закарпатська область,2,0,2
2023-02-20 00:00:00+00:00,Запорізька область,3,2,1
2023-02-20 00:00:00+00:00,Київська область,2,0,2
2023-02-20 00:00:00+00:00,Миколаївська область,1,0,1
2023-02-20 00:00:00+00:00,Сумська область,1,0,1
2023-02-20 00:00:00+00:00,Тернопільська область,2,0,2
2023-02-20 00:00:00+00:00,Харківська область,1,0,1
2023-02-20 00:00:00+00:00,Херсонська область,1,0,1
2023-02-21 00:00:00+00:00,Донецька область,12,4,10
2023-02-21 00:00:00+00:00,Запорізька область,2,0,2
2023-02-21 00:00:00+00:00,Київська область,4,3,2
2023-02-21 00:00:00+00:00,Луганська область,1,0,1
2023-02-21 00:00:00+00:00,Харківська область,1,0,1
2023-02-21 00:00:00+00:00,Херсонська область,3,2,1
2023-02-22 00:00:00+00:00,Донецька область,4,3,1
2023-02-22 00:00:00+00:00,Запорізька область,1,0,1
2023-02-22 00:00:00+00:00,Київська область,2,0,2
2023-02-22 00:00:00+00:00,Харківська область,1,1,0
2023-02-22 00:00:00+00:00,Херсонська область,1,1,0
2023-02-23 00:00:00+00:00,Донецька область,12,6,6
2023-02-23 00:00:00+00:00,Київська область,4,3,1
2023-02-23 00:00:00+00:00,Харківська область,1,0,1
2023-02-23 00:00:00+00:00,Херсонська область,1,0,1
2023-02-24 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-02-24 00:00:00+00:00,Донецька область,3,3,0
2023-02-24 00:00:00+00:00,Київська область,1,1,0
2023-02-24 00:00:00+00:00,Харківська область,1,0,1
2023-02-24 00:00:00+00:00,Херсонська область,1,1,0
2023-02-25 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-02-25 00:00:00+00:00,Донецька область,2,0,2
2023-02-25 00:00:00+00:00,Запорізька область,3,0,3
2023-02-25 00:00:00+00:00,Київська область,1,1,0
2023-02-25 00:00:00+00:00,Одеська область,1,0,1
2023-02-25 00:00:00+00:00,Сумська область,1,0,1
2023-02-25 00:00:00+00:00,Харківська область,1,0,1
2023-02-26 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-02-26 00:00:00+00:00,Донецька область,2,1,1
2023-02-26 00:00:00+00:00,Київська область,2,1,1
2023-02-27 00:00:00+00:00,Дніпропетровська область,3,3,1
2023-02-27 00:00:00+00:00,Донецька область,7,3,4
2023-02-27 00:00:00+00:00,Київська область,6,5,1
2023-02-27 00:00:00+00:00,Луганська область,5,2,3
2023-02-27 00:00:00+00:00,Сумська область,2,0,2
2023-02-27 00:00:00+00:00,Харківська область,9,1,8
2023-02-27 00:00:00+00:00,Хмельницька область,5,4,3
2023-02-27 00:00:00+00:00,Чернігівська область,2,2,0
2023-02-28 00:00:00+00:00,Донецька область,3,2,1
2023-02-28 00:00:00+00:00,Запорізька область,1,0,1
2023-02-28 00:00:00+00:00,Київська область,2,2,0
2023-02-28 00:00:00+00:00,Херсонська область,1,0,1
2023-03-01 00:00:00+00:00,Автономна Республіка Крим,4,3,1
2023-03-01 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-03-01 00:00:00+00:00,Донецька область,7,2,5
2023-03-01 00:00:00+00:00,Запорізька область,4,3,1
2023-03-01 00:00:00+00:00,Київська область,7,6,1
2023-03-01 00:00:00+00:00,Луганська область,3,0,3
2023-03-01 00:00:00+00:00,Полтавська область,5,5,1
2023-03-01 00:00:00+00:00,Сумська область,4,2,3
2023-03-01 00:00:00+00:00,Харківська область,1,0,1
2023-03-02 00:00:00+00:00,Автономна Республіка Крим,3,2,3
2023-03-02 00:00:00+00:00,Донецька область,2,0,2
2023-03-02 00:00:00+00:00,Запорізька область,3,1,2
2023-03-02 00:00:00+00:00,Київська область,2,2,0
2023-03-02 00:00:00+00:00,Луганська область,1,0,1
2023-03-02 00:00:00+00:00,Полтавська область,2,1,1
2023-03-02 00:00:00+00:00,Харківська область,1,0,1
2023-03-02 00:00:00+00:00,Херсонська область,4,3,4
2023-03-02 00:00:00+00:00,Чернігівська область,1,1,1
2023-03-03 00:00:00+00:00,Донецька область,15,2,13
2023-03-03 00:00:00+00:00,Запорізька область,4,1,3
2023-03-03 00:00:00+00:00,Київська область,3,2,1
2023-03-03 00:00:00+00:00,Луганська область,2,1,1
2023-03-03 00:00:00+00:00,Сумська область,1,0,1
2023-03-03 00:00:00+00:00,Харківська область,5,0,5
2023-03-03 00:00:00+00:00,Херсонська область,4,3,2
2023-03-04 00:00:00+00:00,Донецька область,1,1,0
2023-03-04 00:00:00+00:00,Запорізька область,3,2,1
2023-03-04 00:00:00+00:00,Харківська область,1,0,1
2023-03-05 00:00:00+00:00,Донецька область,1,1,0
2023-03-06 00:00:00+00:00,Дніпропетровська область,4,2,3
2023-03-06 00:00:00+00:00,Донецька область,5,3,2
2023-03-06 00:00:00+00:00,Київська область,4,4,1
2023-03-06 00:00:00+00:00,Сумська область,2,1,1
2023-03-06 00:00:00+00:00,Харківська область,2,0,2
2023-03-07 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-03-07 00:00:00+00:00,Донецька область,2,1,1
2023-03-07 00:00:00+00:00,Запорізька область,1,1,0
2023-03-07 00:00:00+00:00,Київська область,1,0,1
2023-03-07 00:00:00+00:00,Кіровоградська область,1,0,1
2023-03-07 00:00:00+00:00,Херсонська область,1,1,0
2023-03-07 00:00:00+00:00,Черкаська область,2,2,0
2023-03-07 00:00:00+00:00,Чернівецька область,1,1,0
2023-03-08 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-03-08 00:00:00+00:00,Донецька область,3,1,2
2023-03-08 00:00:00+00:00,Запорізька область,1,1,0
2023-03-08 00:00:00+00:00,Київська область,1,0,1
