day,oblast,viina_events,viina_uav_events,viina_airstrike_events
2025-04-29 00:00:00+00:00,Дніпропетровська область,3,3,0
2025-04-29 00:00:00+00:00,Закарпатська область,1,1,0
2025-04-29 00:00:00+00:00,Київська область,5,4,1
2025-04-29 00:00:00+00:00,Харківська область,1,1,0
2025-04-29 00:00:00+00:00,Хмельницька область,1,1,0
2025-04-30 00:00:00+00:00,Вінницька область,1,1,0
2025-04-30 00:00:00+00:00,Донецька область,1,1,0
2025-04-30 00:00:00+00:00,Запорізька область,1,1,0
2025-05-01 00:00:00+00:00,Донецька область,3,3,0
2025-05-01 00:00:00+00:00,Київська область,4,3,2
2025-05-01 00:00:00+00:00,Одеська область,1,1,0
2025-05-01 00:00:00+00:00,Харківська область,2,2,0
2025-05-02 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-05-02 00:00:00+00:00,Донецька область,1,1,0
2025-05-02 00:00:00+00:00,Закарпатська область,1,0,1
2025-05-02 00:00:00+00:00,Запорізька область,3,3,1
2025-05-02 00:00:00+00:00,Київська область,2,2,0
2025-05-02 00:00:00+00:00,Луганська область,2,1,1
2025-05-02 00:00:00+00:00,Одеська область,3,2,1
2025-05-02 00:00:00+00:00,Сумська область,1,1,0
2025-05-02 00:00:00+00:00,Харківська область,1,1,0
2025-05-02 00:00:00+00:00,Херсонська область,1,1,0
2025-05-02 00:00:00+00:00,Хмельницька область,1,1,0
2025-05-03 00:00:00+00:00,Автономна Республіка Крим,2,1,1
2025-05-03 00:00:00+00:00,Донецька область,1,1,0
2025-05-03 00:00:00+00:00,Запорізька область,1,1,0
2025-05-03 00:00:00+00:00,Київська область,2,2,0
2025-05-03 00:00:00+00:00,Сумська область,1,1,0
2025-05-03 00:00:00+00:00,Харківська область,3,3,0
2025-05-04 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2025-05-04 00:00:00+00:00,Дніпропетровська область,1,0,1
2025-05-04 00:00:00+00:00,Донецька область,2,2,0
2025-05-04 00:00:00+00:00,Закарпатська область,1,1,0
2025-05-04 00:00:00+00:00,Запорізька область,2,2,0
2025-05-04 00:00:00+00:00,Київська область,4,2,2
2025-05-04 00:00:00+00:00,Луганська область,1,0,1
2025-05-04 00:00:00+00:00,Харківська область,2,2,0
2025-05-04 00:00:00+00:00,Черкаська область,1,1,0
2025-05-05 00:00:00+00:00,Автономна Республіка Крим,2,0,2
2025-05-05 00:00:00+00:00,Дніпропетровська область,2,2,0
2025-05-05 00:00:00+00:00,Донецька область,6,4,2
2025-05-05 00:00:00+00:00,Запорізька область,2,2,0
2025-05-05 00:00:00+00:00,Київська область,6,4,2
2025-05-05 00:00:00+00:00,Рівненська область,1,1,0
2025-05-05 00:00:00+00:00,Сумська область,2,1,1
2025-05-05 00:00:00+00:00,Харківська область,4,3,1
2025-05-05 00:00:00+00:00,Херсонська область,3,3,0
2025-05-05 00:00:00+00:00,Черкаська область,1,1,0
2025-05-06 00:00:00+00:00,Дніпропетровська область,2,2,0
2025-05-06 00:00:00+00:00,Донецька область,2,1,1
2025-05-06 00:00:00+00:00,Закарпатська область,1,1,0
2025-05-06 00:00:00+00:00,Київська область,2,2,0
2025-05-06 00:00:00+00:00,Луганська область,1,1,0
2025-05-06 00:00:00+00:00,Львівська область,1,1,0
2025-05-06 00:00:00+00:00,Одеська область,4,4,0
2025-05-06 00:00:00+00:00,Сумська область,1,1,0
2025-05-06 00:00:00+00:00,Харківська область,2,1,1
2025-05-06 00:00:00+00:00,Хмельницька область,2,2,0
2025-05-06 00:00:00+00:00,Чернігівська область,1,1,0
2025-05-07 00:00:00+00:00,Дніпропетровська область,2,2,0
2025-05-07 00:00:00+00:00,Донецька область,4,3,1
2025-05-07 00:00:00+00:00,Запорізька область,3,2,1
2025-05-07 00:00:00+00:00,Київська область,9,6,3
2025-05-07 00:00:00+00:00,Луганська область,1,1,0
2025-05-07 00:00:00+00:00,Одеська область,2,2,0
2025-05-07 00:00:00+00:00,Полтавська область,1,1,0
2025-05-07 00:00:00+00:00,Харківська область,4,3,1
2025-05-07 00:00:00+00:00,Херсонська область,1,0,1
2025-05-07 00:00:00+00:00,Хмельницька область,1,1,0
2025-05-07 00:00:00+00:00,Чернігівська область,1,1,0
2025-05-08 00:00:00+00:00,Дніпропетровська область,5,4,1
2025-05-08 00:00:00+00:00,Донецька область,14,14,0
2025-05-08 00:00:00+00:00,Запорізька область,3,2,1
2025-05-08 00:00:00+00:00,Київська область,2,2,0
2025-05-08 00:00:00+00:00,Луганська область,1,1,0
2025-05-08 00:00:00+00:00,Сумська область,7,7,1
2025-05-08 00:00:00+00:00,Харківська область,2,2,0
2025-05-09 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2025-05-09 00:00:00+00:00,Закарпатська область,1,0,1
2025-05-09 00:00:00+00:00,Київська область,1,1,0
2025-05-09 00:00:00+00:00,Сумська область,2,2,0
2025-05-09 00:00:00+00:00,Тернопільська область,1,1,0
2025-05-10 00:00:00+00:00,Херсонська область,2,1,1
2025-05-11 00:00:00+00:00,Івано-Франківська область,1,1,0
2025-05-11 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-05-11 00:00:00+00:00,Донецька область,2,1,1
2025-05-11 00:00:00+00:00,Закарпатська область,1,1,0
2025-05-11 00:00:00+00:00,Київська область,4,4,0
2025-05-11 00:00:00+00:00,Сумська область,1,1,0
2025-05-11 00:00:00+00:00,Херсонська область,1,1,0
2025-05-12 00:00:00+00:00,Донецька область,1,1,0
2025-05-12 00:00:00+00:00,Луганська область,1,1,0
2025-05-12 00:00:00+00:00,Рівненська область,1,1,0
2025-05-12 00:00:00+00:00,Харківська область,1,1,0
2025-05-13 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-05-13 00:00:00+00:00,Донецька область,1,1,0
2025-05-13 00:00:00+00:00,Закарпатська область,1,1,0
2025-05-13 00:00:00+00:00,Харківська область,1,1,0
2025-05-13 00:00:00+00:00,Чернігівська область,1,1,0
2025-05-14 00:00:00+00:00,Донецька область,1,1,0
2025-05-14 00:00:00+00:00,Київська область,2,2,0
2025-05-14 00:00:00+00:00,Луганська область,1,1,0
2025-05-14 00:00:00+00:00,Одеська область,1,1,0
2025-05-14 00:00:00+00:00,Полтавська область,1,1,0
2025-05-15 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-05-15 00:00:00+00:00,Донецька область,4,4,0
2025-05-15 00:00:00+00:00,Київська область,1,1,0
2025-05-16 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2025-05-16 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-05-16 00:00:00+00:00,Донецька область,1,1,0
2025-05-16 00:00:00+00:00,Київська область,1,0,1
2025-05-17 00:00:00+00:00,Київська область,2,2,1
2025-05-17 00:00:00+00:00,Одеська область,2,2,0
2025-05-17 00:00:00+00:00,Сумська область,1,1,0
2025-05-17 00:00:00+00:00,Херсонська область,2,2,0
2025-05-18 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-05-18 00:00:00+00:00,Донецька область,4,4,0
2025-05-18 00:00:00+00:00,Закарпатська область,1,1,0
2025-05-18 00:00:00+00:00,Запорізька область,2,2,0
2025-05-18 00:00:00+00:00,Київська область,3,3,0
2025-05-18 00:00:00+00:00,Харківська область,1,0,1
2025-05-18 00:00:00+00:00,Херсонська область,1,1,0
2025-05-19 00:00:00+00:00,Донецька область,2,2,1
2025-05-19 00:00:00+00:00,Житомирська область,1,1,0
2025-05-19 00:00:00+00:00,Київська область,1,1,0
2025-05-19 00:00:00+00:00,Харківська область,2,2,0
2025-05-20 00:00:00+00:00,Волинська область,1,1,0
2025-05-20 00:00:00+00:00,Київська область,3,3,0
2025-05-20 00:00:00+00:00,Сумська область,5,5,1
2025-05-20 00:00:00+00:00,Харківська область,1,1,0
2025-05-21 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-05-21 00:00:00+00:00,Донецька область,3,3,0
2025-05-21 00:00:00+00:00,Закарпатська область,1,1,0
2025-05-21 00:00:00+00:00,Київська область,4,3,1
2025-05-21 00:00:00+00:00,Луганська область,1,1,0
2025-05-21 00:00:00+00:00,Рівненська область,1,1,0
2025-05-21 00:00:00+00:00,Сумська область,2,2,0
2025-05-21 00:00:00+00:00,Харківська область,2,2,0
2025-05-21 00:00:00+00:00,Хмельницька область,1,1,0
2025-05-22 00:00:00+00:00,Дніпропетровська область,3,3,0
2025-05-22 00:00:00+00:00,Донецька область,3,3,0
2025-05-22 00:00:00+00:00,Київська область,2,1,1
2025-05-22 00:00:00+00:00,Львівська область,1,0,1
2025-05-22 00:00:00+00:00,Миколаївська область,1,1,0
2025-05-22 00:00:00+00:00,Харківська область,3,3,0
2025-05-22 00:00:00+00:00,Херсонська область,2,2,0
2025-05-23 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-05-23 00:00:00+00:00,Донецька область,1,1,0
2025-05-23 00:00:00+00:00,Львівська область,1,1,0
2025-05-23 00:00:00+00:00,Одеська область,1,1,0
2025-05-23 00:00:00+00:00,Полтавська область,1,1,0
2025-05-23 00:00:00+00:00,Харківська область,3,3,0
2025-05-23 00:00:00+00:00,Херсонська область,3,2,1
2025-05-23 00:00:00+00:00,Хмельницька область,1,1,0
2025-05-24 00:00:00+00:00,Дніпропетровська область,3,3,0
2025-05-24 00:00:00+00:00,Донецька область,11,11,0
2025-05-24 00:00:00+00:00,Запорізька область,4,4,0
2025-05-24 00:00:00+00:00,Київська область,5,5,1
2025-05-24 00:00:00+00:00,Луганська область,3,3,1
2025-05-24 00:00:00+00:00,Одеська область,2,2,0
2025-05-24 00:00:00+00:00,Сумська область,2,1,1
2025-05-24 00:00:00+00:00,Харківська область,10,8,2
2025-05-24 00:00:00+00:00,Херсонська область,2,2,0
2025-05-25 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2025-05-25 00:00:00+00:00,Дніпропетровська область,5,4,2
2025-05-25 00:00:00+00:00,Донецька область,16,16,0
2025-05-25 00:00:00+00:00,Закарпатська область,1,1,0
2025-05-25 00:00:00+00:00,Запорізька область,8,8,0
2025-05-25 00:00:00+00:00,Київська область,4,1,3
2025-05-25 00:00:00+00:00,Кіровоградська область,1,1,0
2025-05-25 00:00:00+00:00,Луганська область,5,5,0
2025-05-25 00:00:00+00:00,Миколаївська область,1,1,0
2025-05-25 00:00:00+00:00,Одеська область,3,2,1
2025-05-25 00:00:00+00:00,Сумська область,2,1,1
2025-05-25 00:00:00+00:00,Тернопільська область,1,1,0
2025-05-25 00:00:00+00:00,Харківська область,9,9,1
2025-05-25 00:00:00+00:00,Херсонська область,3,3,0
2025-05-25 00:00:00+00:00,Хмельницька область,2,1,1
2025-05-25 00:00:00+00:00,Чернігівська область,1,1,0
2025-05-26 00:00:00+00:00,Дніпропетровська область,11,8,3
2025-05-26 00:00:00+00:00,Донецька область,22,22,0
2025-05-26 00:00:00+00:00,Житомирська область,1,0,1
2025-05-26 00:00:00+00:00,Закарпатська область,1,1,0
2025-05-26 00:00:00+00:00,Запорізька область,9,9,0
2025-05-26 00:00:00+00:00,Київська область,6,5,2
2025-05-26 00:00:00+00:00,Кіровоградська область,1,1,0
2025-05-26 00:00:00+00:00,Луганська область,8,8,0
2025-05-26 00:00:00+00:00,Миколаївська область,2,2,0
2025-05-26 00:00:00+00:00,Одеська область,7,5,2
2025-05-26 00:00:00+00:00,Сумська область,5,5,0
2025-05-26 00:00:00+00:00,Тернопільська область,1,1,1
2025-05-26 00:00:00+00:00,Харківська область,11,11,0
2025-05-26 00:00:00+00:00,Херсонська область,2,2,0
2025-05-26 00:00:00+00:00,Хмельницька область,4,4,0
2025-05-26 00:00:00+00:00,Чернівецька область,2,2,0
2025-05-26 00:00:00+00:00,Чернігівська область,2,2,0
2025-05-27 00:00:00+00:00,Автономна Республіка Крим,2,1,1
2025-05-27 00:00:00+00:00,Дніпропетровська область,6,3,3
2025-05-27 00:00:00+00:00,Донецька область,11,9,2
2025-05-27 00:00:00+00:00,Житомирська область,1,0,1
2025-05-27 00:00:00+00:00,Запорізька область,2,2,0
2025-05-27 00:00:00+00:00,Київська область,6,4,2
2025-05-27 00:00:00+00:00,Луганська область,1,1,0
2025-05-27 00:00:00+00:00,Миколаївська область,3,2,1
2025-05-27 00:00:00+00:00,Одеська область,2,1,1
2025-05-27 00:00:00+00:00,Полтавська область,1,1,0
2025-05-27 00:00:00+00:00,Сумська область,8,6,2
2025-05-27 00:00:00+00:00,Тернопільська область,1,0,1
2025-05-27 00:00:00+00:00,Харківська область,4,2,2
2025-05-27 00:00:00+00:00,Херсонська область,1,1,0
2025-05-27 00:00:00+00:00,Чернігівська область,3,2,1
2025-05-28 00:00:00+00:00,Автономна Республіка Крим,3,2,1
2025-05-28 00:00:00+00:00,Дніпропетровська область,4,4,1
2025-05-28 00:00:00+00:00,Донецька область,13,9,5
2025-05-28 00:00:00+00:00,Запорізька область,4,4,3
2025-05-28 00:00:00+00:00,Київська область,6,5,2
2025-05-28 00:00:00+00:00,Кіровоградська область,1,1,0
2025-05-28 00:00:00+00:00,Луганська область,3,3,1
2025-05-28 00:00:00+00:00,Миколаївська область,2,2,0
2025-05-28 00:00:00+00:00,Одеська область,2,2,1
2025-05-28 00:00:00+00:00,Полтавська область,2,2,0
2025-05-28 00:00:00+00:00,Сумська область,9,8,2
2025-05-28 00:00:00+00:00,Харківська область,10,8,2
2025-05-28 00:00:00+00:00,Херсонська область,4,3,1
2025-05-28 00:00:00+00:00,Хмельницька область,1,1,0
2025-05-28 00:00:00+00:00,Чернігівська область,1,1,0
2025-05-29 00:00:00+00:00,Донецька область,2,2,0
2025-05-29 00:00:00+00:00,Запорізька область,1,1,0
2025-05-29 00:00:00+00:00,Київська область,1,0,1
2025-05-29 00:00:00+00:00,Миколаївська область,1,1,0
2025-05-29 00:00:00+00:00,Одеська область,1,0,1
2025-05-29 00:00:00+00:00,Полтавська область,2,2,0
2025-05-29 00:00:00+00:00,Харківська область,2,2,0
2025-05-30 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2025-05-30 00:00:00+00:00,Київська область,1,1,0
2025-05-30 00:00:00+00:00,Сумська область,2,2,0
2025-05-30 00:00:00+00:00,Харківська область,4,4,0
2025-05-31 00:00:00+00:00,Донецька область,2,2,0
2025-05-31 00:00:00+00:00,Запорізька область,2,2,0
2025-05-31 00:00:00+00:00,Сумська область,6,5,1
2025-05-31 00:00:00+00:00,Харківська область,4,3,1
2025-05-31 00:00:00+00:00,Чернігівська область,1,1,0
2025-06-01 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2025-06-01 00:00:00+00:00,Донецька область,2,2,2
2025-06-01 00:00:00+00:00,Запорізька область,2,0,2
2025-06-01 00:00:00+00:00,Київська область,3,3,1
2025-06-01 00:00:00+00:00,Львівська область,1,1,0
2025-06-01 00:00:00+00:00,Сумська область,1,1,1
2025-06-01 00:00:00+00:00,Харківська область,1,1,0
2025-06-01 00:00:00+00:00,Херсонська область,2,1,2
2025-06-02 00:00:00+00:00,Дніпропетровська область,2,2,0
2025-06-02 00:00:00+00:00,Донецька область,2,1,1
2025-06-02 00:00:00+00:00,Закарпатська область,1,1,0
2025-06-02 00:00:00+00:00,Запорізька область,1,1,0
2025-06-02 00:00:00+00:00,Київська область,5,3,2
2025-06-02 00:00:00+00:00,Одеська область,2,2,0
2025-06-02 00:00:00+00:00,Сумська область,2,1,1
2025-06-02 00:00:00+00:00,Харківська область,3,1,2
2025-06-02 00:00:00+00:00,Херсонська область,2,2,0
2025-06-03 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2025-06-03 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-06-03 00:00:00+00:00,Донецька область,2,2,0
2025-06-03 00:00:00+00:00,Запорізька область,2,2,0
2025-06-03 00:00:00+00:00,Київська область,5,3,3
2025-06-03 00:00:00+00:00,Львівська область,1,1,1
2025-06-03 00:00:00+00:00,Одеська область,1,1,0
2025-06-03 00:00:00+00:00,Полтавська область,1,0,1
2025-06-03 00:00:00+00:00,Сумська область,4,3,1
2025-06-03 00:00:00+00:00,Харківська область,4,4,2
2025-06-03 00:00:00+00:00,Херсонська область,1,0,1
2025-06-03 00:00:00+00:00,Чернігівська область,1,1,0
2025-06-04 00:00:00+00:00,Автономна Республіка Крим,3,3,0
2025-06-04 00:00:00+00:00,Волинська область,1,1,0
2025-06-04 00:00:00+00:00,Донецька область,3,3,0
2025-06-04 00:00:00+00:00,Запорізька область,2,2,0
2025-06-04 00:00:00+00:00,Київська область,5,5,1
2025-06-04 00:00:00+00:00,Одеська область,3,3,0
2025-06-04 00:00:00+00:00,Сумська область,2,2,0
2025-06-04 00:00:00+00:00,Тернопільська область,2,2,0
2025-06-04 00:00:00+00:00,Харківська область,4,4,0
2025-06-04 00:00:00+00:00,Херсонська область,2,1,1
2025-06-05 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-06-05 00:00:00+00:00,Донецька область,1,1,0
2025-06-05 00:00:00+00:00,Закарпатська область,2,2,0
2025-06-05 00:00:00+00:00,Запорізька область,1,1,0
2025-06-05 00:00:00+00:00,Київська область,3,3,1
2025-06-05 00:00:00+00:00,Луганська область,1,1,0
2025-06-05 00:00:00+00:00,Одеська область,1,1,1
2025-06-05 00:00:00+00:00,Тернопільська область,1,1,0
2025-06-05 00:00:00+00:00,Харківська область,5,4,1
2025-06-05 00:00:00+00:00,Херсонська область,1,1,0
2025-06-05 00:00:00+00:00,Черкаська область,1,1,0
2025-06-05 00:00:00+00:00,Чернігівська область,11,10,1
2025-06-06 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2025-06-06 00:00:00+00:00,Волинська область,1,1,0
2025-06-06 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-06-06 00:00:00+00:00,Донецька область,1,1,0
2025-06-06 00:00:00+00:00,Київська область,11,8,3
2025-06-06 00:00:00+00:00,Львівська область,3,2,1
2025-06-06 00:00:00+00:00,Одеська область,2,2,0
2025-06-06 00:00:00+00:00,Полтавська область,1,1,0
2025-06-06 00:00:00+00:00,Сумська область,3,3,0
2025-06-06 00:00:00+00:00,Тернопільська область,2,2,0
2025-06-06 00:00:00+00:00,Херсонська область,3,3,0
2025-06-06 00:00:00+00:00,Хмельницька область,1,1,0
2025-06-06 00:00:00+00:00,Чернігівська область,2,2,0
2025-06-07 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2025-06-07 00:00:00+00:00,Волинська область,2,2,0
2025-06-07 00:00:00+00:00,Дніпропетровська область,2,2,0
2025-06-07 00:00:00+00:00,Донецька область,3,3,0
2025-06-07 00:00:00+00:00,Запорізька область,1,1,0
2025-06-07 00:00:00+00:00,Київська область,6,3,4
2025-06-07 00:00:00+00:00,Луганська область,1,1,1
2025-06-07 00:00:00+00:00,Львівська область,1,1,0
2025-06-07 00:00:00+00:00,Одеська область,1,0,1
2025-06-07 00:00:00+00:00,Сумська область,2,2,1
2025-06-07 00:00:00+00:00,Тернопільська область,1,1,0
2025-06-07 00:00:00+00:00,Харківська область,6,5,1
2025-06-07 00:00:00+00:00,Херсонська область,2,2,0
2025-06-08 00:00:00+00:00,Волинська область,1,1,0
2025-06-08 00:00:00+00:00,Донецька область,5,5,2
2025-06-08 00:00:00+00:00,Київська область,1,1,0
2025-06-08 00:00:00+00:00,Сумська область,2,1,1
2025-06-08 00:00:00+00:00,Харківська область,1,1,0
2025-06-08 00:00:00+00:00,Херсонська область,3,3,0
2025-06-08 00:00:00+00:00,Черкаська область,1,1,0
2025-06-08 00:00:00+00:00,Чернівецька область,1,1,0
2025-06-09 00:00:00+00:00,Волинська область,1,1,0
2025-06-09 00:00:00+00:00,Дніпропетровська область,3,3,1
2025-06-09 00:00:00+00:00,Донецька область,2,2,0
2025-06-09 00:00:00+00:00,Запорізька область,2,1,1
2025-06-09 00:00:00+00:00,Київська область,4,2,3
2025-06-09 00:00:00+00:00,Одеська область,2,2,1
2025-06-09 00:00:00+00:00,Рівненська область,2,1,1
2025-06-09 00:00:00+00:00,Сумська область,3,2,1
2025-06-09 00:00:00+00:00,Харківська область,1,1,0
2025-06-09 00:00:00+00:00,Херсонська область,1,1,0
2025-06-09 00:00:00+00:00,Черкаська область,1,1,0
2025-06-10 00:00:00+00:00,Донецька область,1,1,0
2025-06-10 00:00:00+00:00,Запорізька область,1,1,0
2025-06-10 00:00:00+00:00,Київська область,8,7,1
2025-06-10 00:00:00+00:00,Львівська область,1,0,1
2025-06-10 00:00:00+00:00,Миколаївська область,1,1,0
2025-06-10 00:00:00+00:00,Одеська область,3,2,2
2025-06-10 00:00:00+00:00,Рівненська область,1,1,0
2025-06-10 00:00:00+00:00,Сумська область,4,4,0
2025-06-10 00:00:00+00:00,Харківська область,1,1,0
2025-06-11 00:00:00+00:00,Дніпропетровська область,3,1,2
2025-06-11 00:00:00+00:00,Донецька область,2,2,0
2025-06-11 00:00:00+00:00,Закарпатська область,1,1,0
2025-06-11 00:00:00+00:00,Київська область,4,4,1
2025-06-11 00:00:00+00:00,Львівська область,3,2,1
2025-06-11 00:00:00+00:00,Одеська область,4,3,1
2025-06-11 00:00:00+00:00,Полтавська область,1,0,1
2025-06-11 00:00:00+00:00,Харківська область,7,7,1
2025-06-12 00:00:00+00:00,Івано-Франківська область,2,1,1
2025-06-12 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-06-12 00:00:00+00:00,Донецька область,1,1,0
2025-06-12 00:00:00+00:00,Запорізька область,1,0,1
2025-06-12 00:00:00+00:00,Київська область,2,2,0
2025-06-12 00:00:00+00:00,Одеська область,1,1,1
2025-06-12 00:00:00+00:00,Сумська область,1,1,0
2025-06-12 00:00:00+00:00,Харківська область,6,4,2
2025-06-12 00:00:00+00:00,Чернігівська область,2,1,1
2025-06-13 00:00:00+00:00,Івано-Франківська область,1,1,0
2025-06-13 00:00:00+00:00,Дніпропетровська область,3,1,3
2025-06-13 00:00:00+00:00,Запорізька область,1,0,1
2025-06-13 00:00:00+00:00,Київська область,6,5,3
2025-06-13 00:00:00+00:00,Одеська область,1,1,0
2025-06-13 00:00:00+00:00,Сумська область,3,1,3
2025-06-13 00:00:00+00:00,Харківська область,1,1,0
2025-06-13 00:00:00+00:00,Херсонська область,1,1,0
2025-06-13 00:00:00+00:00,Черкаська область,1,0,1
2025-06-13 00:00:00+00:00,Чернігівська область,1,0,1
2025-06-14 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2025-06-14 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-06-14 00:00:00+00:00,Донецька область,2,2,0
2025-06-14 00:00:00+00:00,Запорізька область,3,0,3
2025-06-14 00:00:00+00:00,Київська область,4,2,2
2025-06-14 00:00:00+00:00,Одеська область,1,1,0
2025-06-14 00:00:00+00:00,Сумська область,1,0,1
2025-06-14 00:00:00+00:00,Харківська область,1,0,1
2025-06-14 00:00:00+00:00,Чернігівська область,2,1,2
2025-06-15 00:00:00+00:00,Донецька область,2,2,0
2025-06-15 00:00:00+00:00,Запорізька область,2,2,0
2025-06-15 00:00:00+00:00,Київська область,3,1,2
2025-06-15 00:00:00+00:00,Одеська область,1,0,1
2025-06-15 00:00:00+00:00,Сумська область,1,0,1
2025-06-15 00:00:00+00:00,Харківська область,1,0,1
2025-06-15 00:00:00+00:00,Херсонська область,1,0,1
2025-06-16 00:00:00+00:00,Донецька область,1,0,1
2025-06-16 00:00:00+00:00,Запорізька область,1,1,0
2025-06-16 00:00:00+00:00,Київська область,4,3,1
2025-06-16 00:00:00+00:00,Луганська область,1,1,0
2025-06-16 00:00:00+00:00,Харківська область,2,1,2
2025-06-16 00:00:00+00:00,Черкаська область,1,0,1
2025-06-17 00:00:00+00:00,Донецька область,1,1,0
2025-06-17 00:00:00+00:00,Закарпатська область,1,0,1
2025-06-17 00:00:00+00:00,Запорізька область,3,3,1
2025-06-17 00:00:00+00:00,Київська область,14,12,4
2025-06-17 00:00:00+00:00,Одеська область,2,2,0
2025-06-17 00:00:00+00:00,Сумська область,1,0,1
2025-06-17 00:00:00+00:00,Херсонська область,1,0,1
2025-06-17 00:00:00+00:00,Черкаська область,1,1,0
2025-06-17 00:00:00+00:00,Чернівецька область,1,0,1
2025-06-18 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-06-18 00:00:00+00:00,Донецька область,2,1,1
2025-06-18 00:00:00+00:00,Запорізька область,3,3,0
2025-06-18 00:00:00+00:00,Київська область,7,3,4
2025-06-18 00:00:00+00:00,Одеська область,2,0,2
2025-06-18 00:00:00+00:00,Сумська область,2,2,0
2025-06-18 00:00:00+00:00,Тернопільська область,1,0,1
2025-06-19 00:00:00+00:00,Донецька область,2,1,1
2025-06-19 00:00:00+00:00,Запорізька область,2,1,1
2025-06-19 00:00:00+00:00,Київська область,7,3,4
2025-06-19 00:00:00+00:00,Львівська область,1,0,1
2025-06-19 00:00:00+00:00,Одеська область,3,0,3
2025-06-19 00:00:00+00:00,Сумська область,1,1,0
2025-06-19 00:00:00+00:00,Харківська область,1,0,1
2025-06-20 00:00:00+00:00,Дніпропетровська область,3,1,2
2025-06-20 00:00:00+00:00,Донецька область,1,1,0
2025-06-20 00:00:00+00:00,Львівська область,1,0,1
2025-06-20 00:00:00+00:00,Одеська область,2,2,0
2025-06-20 00:00:00+00:00,Полтавська область,2,1,1
2025-06-20 00:00:00+00:00,Сумська область,3,2,1
2025-06-20 00:00:00+00:00,Харківська область,4,4,0
2025-06-20 00:00:00+00:00,Херсонська область,1,1,0
2025-06-21 00:00:00+00:00,Дніпропетровська область,1,1,0
2025-06-21 00:00:00+00:00,Донецька область,4,4,0
2025-06-21 00:00:00+00:00,Київська область,5,4,1
2025-06-21 00:00:00+00:00,Львівська область,1,1,1
2025-06-21 00:00:00+00:00,Одеська область,4,4,1
2025-06-21 00:00:00+00:00,Сумська область,1,0,1
2025-06-21 00:00:00+00:00,Херсонська область,1,0,1
2025-06-21 00:00:00+00:00,Черкаська область,1,1,0
2025-06-22 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2025-06-22 00:00:00+00:00,Дніпропетровська область,1,0,1
2025-06-22 00:00:00+00:00,Донецька область,6,2,5
2025-06-22 00:00:00+00:00,Запорізька область,1,0,1
2025-06-22 00:00:00+00:00,Київська область,3,3,2
2025-06-22 00:00:00+00:00,Львівська область,2,1,2
2025-06-22 00:00:00+00:00,Одеська область,1,1,1
2025-06-22 00:00:00+00:00,Сумська область,2,1,1
2025-06-22 00:00:00+00:00,Харківська область,2,2,1
2025-06-22 00:00:00+00:00,Херсонська область,1,0,1
2025-06-22 00:00:00+00:00,Чернігівська область,1,1,0
2025-06-23 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2025-06-23 00:00:00+00:00,Донецька область,5,2,3
2025-06-23 00:00:00+00:00,Запорізька область,1,1,0
2025-06-23 00:00:00+00:00,Київська область,23,11,12
2025-06-23 00:00:00+00:00,Луганська область,1,1,0
2025-06-23 00:00:00+00:00,Одеська область,1,0,1
2025-06-23 00:00:00+00:00,Черкаська область,2,1,1
2025-06-23 00:00:00+00:00,Чернігівська область,2,1,1
2025-06-24 00:00:00+00:00,Дніпропетровська область,4,2,2
2025-06-24 00:00:00+00:00,Донецька область,2,0,2
2025-06-24 00:00:00+00:00,Житомирська область,1,1,0
2025-06-24 00:00:00+00:00,Київська область,12,4,8
2025-06-24 00:00:00+00:00,Львівська область,1,1,0
2025-06-24 00:00:00+00:00,Одеська область,3,2,1
2025-06-24 00:00:00+00:00,Полтавська область,1,1,0
2025-06-24 00:00:00+00:00,Харківська область,3,3,0
2025-06-24 00:00:00+00:00,Херсонська область,1,1,0
2025-06-24 00:00:00+00:00,Черкаська область,1,0,1
2025-06-24 00:00:00+00:00,Чернігівська область,1,0,1
2025-06-25 00:00:00+00:00,Дніпропетровська область,6,5,1
