day,oblast,alert_count,alert_minutes
2022-02-25 00:00:00+00:00,Волинська область,1,499.96666666666664
2022-02-25 00:00:00+00:00,Вінницька область,1,46.18333333333333
2022-02-25 00:00:00+00:00,Запорізька область,1,30.0
2022-02-25 00:00:00+00:00,Київ,2,60.0
2022-02-25 00:00:00+00:00,Рівненська область,1,30.0
2022-02-25 00:00:00+00:00,Черкаська область,1,55.833333333333336
2022-02-26 00:00:00+00:00,Волинська область,2,47.81666666666666
2022-02-26 00:00:00+00:00,Вінницька область,5,224.8
2022-02-26 00:00:00+00:00,Житомирська область,2,120.7
2022-02-26 00:00:00+00:00,Запорізька область,2,177.81666666666666
2022-02-26 00:00:00+00:00,Київ,4,120.0
2022-02-26 00:00:00+00:00,Львівська область,4,142.63333333333333
2022-02-26 00:00:00+00:00,Миколаївська область,1,30.0
2022-02-26 00:00:00+00:00,Одеська область,2,60.08333333333333
2022-02-26 00:00:00+00:00,Рівненська область,5,97.6
2022-02-26 00:00:00+00:00,Сумська область,3,118.03333333333333
2022-02-26 00:00:00+00:00,Тернопільська область,2,261.1
2022-02-26 00:00:00+00:00,Харківська область,2,60.0
2022-02-26 00:00:00+00:00,Херсонська область,3,90.0
2022-02-26 00:00:00+00:00,Хмельницька область,1,15.95
2022-02-26 00:00:00+00:00,Черкаська область,1,30.0
2022-02-26 00:00:00+00:00,Чернігівська область,3,90.0
2022-02-27 00:00:00+00:00,Івано-Франківська область,1,30.0
2022-02-27 00:00:00+00:00,Волинська область,6,183.41666666666666
2022-02-27 00:00:00+00:00,Вінницька область,9,225.73333333333335
2022-02-27 00:00:00+00:00,Дніпропетровська область,4,88.15
2022-02-27 00:00:00+00:00,Донецька область,1,349.6
2022-02-27 00:00:00+00:00,Житомирська область,5,369.3833333333333
2022-02-27 00:00:00+00:00,Запорізька область,4,364.6166666666667
2022-02-27 00:00:00+00:00,Київ,3,89.5
2022-02-27 00:00:00+00:00,Київська область,3,90.0
2022-02-27 00:00:00+00:00,Кіровоградська область,1,3.966666666666667
2022-02-27 00:00:00+00:00,Львівська область,1,1.1333333333333333
2022-02-27 00:00:00+00:00,Миколаївська область,1,30.0
2022-02-27 00:00:00+00:00,Одеська область,2,52.08333333333333
2022-02-27 00:00:00+00:00,Полтавська область,2,39.13333333333333
2022-02-27 00:00:00+00:00,Рівненська область,6,143.2
2022-02-27 00:00:00+00:00,Сумська область,4,120.0
2022-02-27 00:00:00+00:00,Тернопільська область,4,245.46666666666667
2022-02-27 00:00:00+00:00,Харківська область,1,30.0
2022-02-27 00:00:00+00:00,Херсонська область,2,60.0
2022-02-27 00:00:00+00:00,Хмельницька область,2,62.18333333333334
2022-02-27 00:00:00+00:00,Черкаська область,4,242.16666666666669
2022-02-27 00:00:00+00:00,Чернівецька область,1,30.0
2022-02-27 00:00:00+00:00,Чернігівська область,2,59.766666666666666
2022-02-28 00:00:00+00:00,Івано-Франківська область,2,28.700000000000003
2022-02-28 00:00:00+00:00,Волинська область,3,103.03333333333333
2022-02-28 00:00:00+00:00,Вінницька область,7,138.05
2022-02-28 00:00:00+00:00,Дніпропетровська область,6,106.01666666666667
2022-02-28 00:00:00+00:00,Донецька область,3,86.16666666666667
2022-02-28 00:00:00+00:00,Житомирська область,5,134.13333333333333
2022-02-28 00:00:00+00:00,Запорізька область,1,30.0
2022-02-28 00:00:00+00:00,Київ,7,211.66666666666669
2022-02-28 00:00:00+00:00,Київська область,2,936.5166666666667
2022-02-28 00:00:00+00:00,Кіровоградська область,1,31.55
2022-02-28 00:00:00+00:00,Луганська область,1,30.0
2022-02-28 00:00:00+00:00,Львівська область,2,50.38333333333333
2022-02-28 00:00:00+00:00,Миколаївська область,2,97.06666666666666
2022-02-28 00:00:00+00:00,Одеська область,2,13.8
2022-02-28 00:00:00+00:00,Полтавська область,3,59.03333333333334
2022-02-28 00:00:00+00:00,Рівненська область,1,16.266666666666666
2022-02-28 00:00:00+00:00,Сумська область,1,30.0
2022-02-28 00:00:00+00:00,Тернопільська область,1,59.38333333333333
2022-02-28 00:00:00+00:00,Харківська область,3,90.0
2022-02-28 00:00:00+00:00,Херсонська область,1,30.0
2022-02-28 00:00:00+00:00,Хмельницька область,3,67.98333333333333
2022-02-28 00:00:00+00:00,Черкаська область,5,192.43333333333334
2022-02-28 00:00:00+00:00,Чернівецька область,2,23.85
2022-02-28 00:00:00+00:00,Чернігівська область,5,108.98333333333333
2022-03-01 00:00:00+00:00,Івано-Франківська область,1,15.0
2022-03-01 00:00:00+00:00,Волинська область,4,84.58333333333334
2022-03-01 00:00:00+00:00,Вінницька область,10,318.15
2022-03-01 00:00:00+00:00,Дніпропетровська область,6,170.68333333333334
2022-03-01 00:00:00+00:00,Донецька область,3,68.63333333333333
2022-03-01 00:00:00+00:00,Житомирська область,4,72.4
2022-03-01 00:00:00+00:00,Запорізька область,2,133.98333333333335
2022-03-01 00:00:00+00:00,Київ,9,268.85
2022-03-01 00:00:00+00:00,Київська область,2,939.5333333333333
2022-03-01 00:00:00+00:00,Кіровоградська область,6,223.23333333333332
2022-03-01 00:00:00+00:00,Львівська область,3,108.9
2022-03-01 00:00:00+00:00,Миколаївська область,4,138.78333333333333
2022-03-01 00:00:00+00:00,Одеська область,5,87.25
2022-03-01 00:00:00+00:00,Полтавська область,5,110.85
2022-03-01 00:00:00+00:00,Рівненська область,3,42.93333333333334
2022-03-01 00:00:00+00:00,Сумська область,2,60.0
2022-03-01 00:00:00+00:00,Тернопільська область,2,90.01666666666667
2022-03-01 00:00:00+00:00,Харківська область,3,90.0
2022-03-01 00:00:00+00:00,Херсонська область,1,30.0
2022-03-01 00:00:00+00:00,Хмельницька область,4,84.48333333333333
2022-03-01 00:00:00+00:00,Черкаська область,6,220.95
2022-03-01 00:00:00+00:00,Чернівецька область,1,30.0
2022-03-01 00:00:00+00:00,Чернігівська область,6,152.43333333333334
2022-03-02 00:00:00+00:00,Івано-Франківська область,5,130.5
2022-03-02 00:00:00+00:00,Волинська область,4,73.68333333333334
2022-03-02 00:00:00+00:00,Вінницька область,4,97.65
2022-03-02 00:00:00+00:00,Дніпропетровська область,2,30.6
2022-03-02 00:00:00+00:00,Донецька область,2,60.0
2022-03-02 00:00:00+00:00,Житомирська область,10,444.56666666666666
2022-03-02 00:00:00+00:00,Запорізька область,2,86.3
2022-03-02 00:00:00+00:00,Київ,8,350.9666666666667
2022-03-02 00:00:00+00:00,Київська область,1,50.43333333333333
2022-03-02 00:00:00+00:00,Кіровоградська область,5,171.06666666666666
2022-03-02 00:00:00+00:00,Львівська область,6,113.89999999999999
2022-03-02 00:00:00+00:00,Миколаївська область,3,75.28333333333333
2022-03-02 00:00:00+00:00,Одеська область,2,47.766666666666666
2022-03-02 00:00:00+00:00,Полтавська область,5,161.93333333333334
2022-03-02 00:00:00+00:00,Рівненська область,2,16.416666666666668
2022-03-02 00:00:00+00:00,Сумська область,4,124.21666666666667
2022-03-02 00:00:00+00:00,Тернопільська область,2,108.15
2022-03-02 00:00:00+00:00,Харківська область,3,112.53333333333333
2022-03-02 00:00:00+00:00,Хмельницька область,2,220.06666666666666
2022-03-02 00:00:00+00:00,Черкаська область,6,241.58333333333334
2022-03-02 00:00:00+00:00,Чернівецька область,4,136.61666666666667
2022-03-02 00:00:00+00:00,Чернігівська область,7,184.71666666666667
2022-03-03 00:00:00+00:00,Волинська область,2,32.516666666666666
2022-03-03 00:00:00+00:00,Вінницька область,2,48.95
2022-03-03 00:00:00+00:00,Дніпропетровська область,5,81.21666666666667
2022-03-03 00:00:00+00:00,Житомирська область,3,201.81666666666666
2022-03-03 00:00:00+00:00,Запорізька область,3,269.31666666666666
2022-03-03 00:00:00+00:00,Київ,4,367.6166666666667
2022-03-03 00:00:00+00:00,Київська область,2,49.83333333333333
2022-03-03 00:00:00+00:00,Львівська область,2,52.583333333333336
2022-03-03 00:00:00+00:00,Миколаївська область,5,212.48333333333332
2022-03-03 00:00:00+00:00,Одеська область,1,11.616666666666667
2022-03-03 00:00:00+00:00,Полтавська область,5,94.71666666666667
2022-03-03 00:00:00+00:00,Рівненська область,2,30.85
2022-03-03 00:00:00+00:00,Сумська область,3,207.05
2022-03-03 00:00:00+00:00,Тернопільська область,2,78.95
2022-03-03 00:00:00+00:00,Харківська область,3,74.81666666666666
2022-03-03 00:00:00+00:00,Хмельницька область,2,54.03333333333333
2022-03-03 00:00:00+00:00,Черкаська область,2,267.81666666666666
2022-03-03 00:00:00+00:00,Чернігівська область,10,346.9166666666667
2022-03-04 00:00:00+00:00,Івано-Франківська область,1,17.95
2022-03-04 00:00:00+00:00,Волинська область,3,45.68333333333333
2022-03-04 00:00:00+00:00,Вінницька область,6,124.6
2022-03-04 00:00:00+00:00,Дніпропетровська область,3,64.53333333333333
2022-03-04 00:00:00+00:00,Житомирська область,10,455.01666666666665
2022-03-04 00:00:00+00:00,Запорізька область,1,1440.0
2022-03-04 00:00:00+00:00,Київ,7,314.51666666666665
2022-03-04 00:00:00+00:00,Київська область,2,70.14999999999999
2022-03-04 00:00:00+00:00,Кіровоградська область,2,87.25
2022-03-04 00:00:00+00:00,Львівська область,1,17.116666666666667
2022-03-04 00:00:00+00:00,Миколаївська область,3,220.76666666666665
2022-03-04 00:00:00+00:00,Одеська область,3,113.16666666666666
2022-03-04 00:00:00+00:00,Полтавська область,4,232.13333333333333
2022-03-04 00:00:00+00:00,Рівненська область,2,37.33333333333333
2022-03-04 00:00:00+00:00,Сумська область,1,40.25
2022-03-04 00:00:00+00:00,Тернопільська область,2,54.85
2022-03-04 00:00:00+00:00,Харківська область,2,60.0
2022-03-04 00:00:00+00:00,Хмельницька область,1,17.666666666666668
2022-03-04 00:00:00+00:00,Черкаська область,5,244.9
2022-03-04 00:00:00+00:00,Чернівецька область,1,17.05
2022-03-04 00:00:00+00:00,Чернігівська область,7,232.18333333333334
2022-03-05 00:00:00+00:00,Вінницька область,3,112.66666666666667
2022-03-05 00:00:00+00:00,Дніпропетровська область,5,73.85
2022-03-05 00:00:00+00:00,Житомирська область,5,354.66666666666663
2022-03-05 00:00:00+00:00,Київ,7,511.4
2022-03-05 00:00:00+00:00,Київська область,3,337.5333333333333
2022-03-05 00:00:00+00:00,Кіровоградська область,2,65.16666666666666
2022-03-05 00:00:00+00:00,Львівська область,1,30.0
2022-03-05 00:00:00+00:00,Миколаївська область,4,473.8166666666667
2022-03-05 00:00:00+00:00,Одеська область,1,25.966666666666665
2022-03-05 00:00:00+00:00,Полтавська область,4,111.73333333333333
2022-03-05 00:00:00+00:00,Сумська область,5,304.23333333333335
2022-03-05 00:00:00+00:00,Тернопільська область,1,52.35
2022-03-05 00:00:00+00:00,Харківська область,2,60.0
2022-03-05 00:00:00+00:00,Черкаська область,3,240.78333333333333
2022-03-05 00:00:00+00:00,Чернігівська область,10,348.09999999999997
2022-03-06 00:00:00+00:00,Івано-Франківська область,1,5.533333333333333
2022-03-06 00:00:00+00:00,Волинська область,2,95.33333333333333
2022-03-06 00:00:00+00:00,Вінницька область,5,252.55
2022-03-06 00:00:00+00:00,Дніпропетровська область,7,110.93333333333334
2022-03-06 00:00:00+00:00,Житомирська область,5,735.85
2022-03-06 00:00:00+00:00,Київ,5,387.48333333333335
2022-03-06 00:00:00+00:00,Кіровоградська область,2,120.23333333333333
2022-03-06 00:00:00+00:00,Львівська область,6,165.48333333333332
2022-03-06 00:00:00+00:00,Миколаївська область,2,63.55
2022-03-06 00:00:00+00:00,Одеська область,2,27.8
2022-03-06 00:00:00+00:00,Полтавська область,7,268.8666666666667
2022-03-06 00:00:00+00:00,Рівненська область,2,41.21666666666667
2022-03-06 00:00:00+00:00,Сумська область,1,30.0
2022-03-06 00:00:00+00:00,Харківська область,2,60.0
2022-03-06 00:00:00+00:00,Хмельницька область,4,156.4
2022-03-06 00:00:00+00:00,Черкаська область,4,143.11666666666667
2022-03-06 00:00:00+00:00,Чернігівська область,8,454.5833333333333
2022-03-07 00:00:00+00:00,Івано-Франківська область,1,30.766666666666666
2022-03-07 00:00:00+00:00,Волинська область,2,62.333333333333336
2022-03-07 00:00:00+00:00,Вінницька область,6,380.3666666666667
2022-03-07 00:00:00+00:00,Дніпропетровська область,5,176.76666666666665
2022-03-07 00:00:00+00:00,Житомирська область,5,356.3333333333333
2022-03-07 00:00:00+00:00,Київ,4,384.73333333333335
2022-03-07 00:00:00+00:00,Київська область,2,62.65
2022-03-07 00:00:00+00:00,Кіровоградська область,2,106.85
2022-03-07 00:00:00+00:00,Львівська область,3,142.61666666666667
2022-03-07 00:00:00+00:00,Миколаївська область,3,433.55
2022-03-07 00:00:00+00:00,Одеська область,3,203.89999999999998
2022-03-07 00:00:00+00:00,Полтавська область,6,345.75
2022-03-07 00:00:00+00:00,Рівненська область,1,67.01666666666667
2022-03-07 00:00:00+00:00,Сумська область,4,118.38333333333333
2022-03-07 00:00:00+00:00,Тернопільська область,1,49.78333333333333
2022-03-07 00:00:00+00:00,Харківська область,1,30.0
2022-03-07 00:00:00+00:00,Хмельницька область,3,189.98333333333335
2022-03-07 00:00:00+00:00,Черкаська область,5,247.51666666666665
2022-03-07 00:00:00+00:00,Чернівецька область,1,16.316666666666666
2022-03-07 00:00:00+00:00,Чернігівська область,8,399.03333333333336
2022-03-08 00:00:00+00:00,Волинська область,2,29.3
2022-03-08 00:00:00+00:00,Вінницька область,4,93.36666666666667
2022-03-08 00:00:00+00:00,Дніпропетровська область,3,47.166666666666664
2022-03-08 00:00:00+00:00,Житомирська область,5,180.7
2022-03-08 00:00:00+00:00,Київ,4,140.85
2022-03-08 00:00:00+00:00,Київська область,1,30.0
2022-03-08 00:00:00+00:00,Кіровоградська область,1,45.43333333333333
2022-03-08 00:00:00+00:00,Миколаївська область,1,40.166666666666664
2022-03-08 00:00:00+00:00,Одеська область,1,14.8
2022-03-08 00:00:00+00:00,Полтавська область,1,59.65
2022-03-08 00:00:00+00:00,Рівненська область,1,19.6
2022-03-08 00:00:00+00:00,Сумська область,1,35.61666666666667
2022-03-08 00:00:00+00:00,Харківська область,2,60.0
2022-03-08 00:00:00+00:00,Хмельницька область,3,87.26666666666667
2022-03-08 00:00:00+00:00,Черкаська область,1,24.266666666666666
2022-03-08 00:00:00+00:00,Чернігівська область,5,299.85
2022-03-09 00:00:00+00:00,Волинська область,2,19.116666666666667
2022-03-09 00:00:00+00:00,Вінницька область,7,171.56666666666666
2022-03-09 00:00:00+00:00,Дніпропетровська область,5,120.2
2022-03-09 00:00:00+00:00,Житомирська область,6,307.45
2022-03-09 00:00:00+00:00,Київ,8,375.76666666666665
2022-03-09 00:00:00+00:00,Київська область,3,144.83333333333334
2022-03-09 00:00:00+00:00,Кіровоградська область,2,100.23333333333333
2022-03-09 00:00:00+00:00,Львівська область,1,21.733333333333334
2022-03-09 00:00:00+00:00,Миколаївська область,2,830.4833333333333
2022-03-09 00:00:00+00:00,Полтавська область,7,236.38333333333333
2022-03-09 00:00:00+00:00,Рівненська область,1,6.283333333333333
2022-03-09 00:00:00+00:00,Сумська область,2,150.03333333333333
2022-03-09 00:00:00+00:00,Харківська область,5,150.0
2022-03-09 00:00:00+00:00,Черкаська область,4,150.71666666666667
2022-03-09 00:00:00+00:00,Чернігівська область,4,198.4
2022-03-10 00:00:00+00:00,Івано-Франківська область,1,13.8
2022-03-10 00:00:00+00:00,Волинська область,1,10.716666666666667
2022-03-10 00:00:00+00:00,Вінницька область,6,161.3
2022-03-10 00:00:00+00:00,Дніпропетровська область,5,78.25
2022-03-10 00:00:00+00:00,Житомирська область,8,576.7166666666667
2022-03-10 00:00:00+00:00,Київ,6,490.8833333333333
2022-03-10 00:00:00+00:00,Кіровоградська область,2,133.35
2022-03-10 00:00:00+00:00,Одеська область,1,57.05
2022-03-10 00:00:00+00:00,Полтавська область,5,151.9
2022-03-10 00:00:00+00:00,Рівненська область,1,17.283333333333335
2022-03-10 00:00:00+00:00,Сумська область,2,61.85
2022-03-10 00:00:00+00:00,Тернопільська область,1,13.9
2022-03-10 00:00:00+00:00,Харківська область,2,60.0
2022-03-10 00:00:00+00:00,Черкаська область,2,90.28333333333333
2022-03-10 00:00:00+00:00,Чернігівська область,6,326.23333333333335
2022-03-11 00:00:00+00:00,Івано-Франківська область,3,109.76666666666668
2022-03-11 00:00:00+00:00,Волинська область,5,222.18333333333334
2022-03-11 00:00:00+00:00,Вінницька область,4,365.6
2022-03-11 00:00:00+00:00,Дніпропетровська область,4,270.05
2022-03-11 00:00:00+00:00,Донецька область,1,30.0
2022-03-11 00:00:00+00:00,Житомирська область,6,656.85
2022-03-11 00:00:00+00:00,Київ,9,718.1
2022-03-11 00:00:00+00:00,Київська область,2,157.3
2022-03-11 00:00:00+00:00,Кіровоградська область,2,146.98333333333332
2022-03-11 00:00:00+00:00,Львівська область,5,79.1
2022-03-11 00:00:00+00:00,Миколаївська область,3,773.6
2022-03-11 00:00:00+00:00,Одеська область,2,60.0
2022-03-11 00:00:00+00:00,Полтавська область,5,283.25
2022-03-11 00:00:00+00:00,Рівненська область,5,169.33333333333334
2022-03-11 00:00:00+00:00,Сумська область,2,87.36666666666667
2022-03-11 00:00:00+00:00,Тернопільська область,3,161.48333333333332
2022-03-11 00:00:00+00:00,Харківська область,2,60.0
2022-03-11 00:00:00+00:00,Хмельницька область,2,133.73333333333335
2022-03-11 00:00:00+00:00,Черкаська область,4,224.16666666666669
2022-03-11 00:00:00+00:00,Чернігівська область,4,202.73333333333335
2022-03-12 00:00:00+00:00,Івано-Франківська область,2,137.08333333333334
2022-03-12 00:00:00+00:00,Волинська область,2,127.11666666666667
2022-03-12 00:00:00+00:00,Вінницька область,6,254.1
2022-03-12 00:00:00+00:00,Дніпропетровська область,6,296.26666666666665
2022-03-12 00:00:00+00:00,Житомирська область,7,294.2166666666667
2022-03-12 00:00:00+00:00,Закарпатська область,1,129.06666666666666
2022-03-12 00:00:00+00:00,Запорізька область,2,179.96666666666667
2022-03-12 00:00:00+00:00,Київ,4,340.58333333333337
2022-03-12 00:00:00+00:00,Київська область,2,271.66666666666663
2022-03-12 00:00:00+00:00,Кіровоградська область,3,249.11666666666667
2022-03-12 00:00:00+00:00,Львівська область,1,58.9
2022-03-12 00:00:00+00:00,Миколаївська область,1,92.43333333333334
2022-03-12 00:00:00+00:00,Одеська область,1,149.68333333333334
2022-03-12 00:00:00+00:00,Полтавська область,3,230.83333333333331
2022-03-12 00:00:00+00:00,Рівненська область,1,122.65
2022-03-12 00:00:00+00:00,Сумська область,3,301.4666666666667
2022-03-12 00:00:00+00:00,Тернопільська область,1,116.76666666666667
2022-03-12 00:00:00+00:00,Харківська область,4,101.13333333333333
2022-03-12 00:00:00+00:00,Хмельницька область,1,115.21666666666667
2022-03-12 00:00:00+00:00,Черкаська область,5,326.1
2022-03-12 00:00:00+00:00,Чернівецька область,1,168.61666666666667
2022-03-12 00:00:00+00:00,Чернігівська область,1,30.0
2022-03-13 00:00:00+00:00,Івано-Франківська область,3,255.4
2022-03-13 00:00:00+00:00,Волинська область,4,301.25
2022-03-13 00:00:00+00:00,Вінницька область,3,304.8666666666667
2022-03-13 00:00:00+00:00,Дніпропетровська область,4,231.41666666666669
2022-03-13 00:00:00+00:00,Житомирська область,7,592.9333333333334
2022-03-13 00:00:00+00:00,Запорізька область,1,175.81666666666666
2022-03-13 00:00:00+00:00,Київ,5,555.6666666666667
2022-03-13 00:00:00+00:00,Київська область,1,186.11666666666667
2022-03-13 00:00:00+00:00,Кіровоградська область,3,443.3833333333333
2022-03-13 00:00:00+00:00,Львівська область,3,237.16666666666666
2022-03-13 00:00:00+00:00,Миколаївська область,3,514.6833333333334
2022-03-13 00:00:00+00:00,Одеська область,1,32.9
2022-03-13 00:00:00+00:00,Полтавська область,1,179.41666666666666
2022-03-13 00:00:00+00:00,Рівненська область,3,247.21666666666667
2022-03-13 00:00:00+00:00,Сумська область,3,246.98333333333335
2022-03-13 00:00:00+00:00,Тернопільська область,4,319.55
2022-03-13 00:00:00+00:00,Харківська область,8,349.41666666666663
2022-03-13 00:00:00+00:00,Хмельницька область,4,293.3666666666667
2022-03-13 00:00:00+00:00,Черкаська область,4,317.8
2022-03-13 00:00:00+00:00,Чернівецька область,1,194.51666666666668
2022-03-13 00:00:00+00:00,Чернігівська область,3,188.56666666666666
2022-03-14 00:00:00+00:00,Івано-Франківська область,1,327.26666666666665
2022-03-14 00:00:00+00:00,Волинська область,3,366.81666666666666
2022-03-14 00:00:00+00:00,Вінницька область,3,404.5166666666667
2022-03-14 00:00:00+00:00,Дніпропетровська область,3,368.5666666666667
2022-03-14 00:00:00+00:00,Житомирська область,8,598.65
2022-03-14 00:00:00+00:00,Закарпатська область,1,317.51666666666665
2022-03-14 00:00:00+00:00,Запорізька область,2,476.08333333333337
2022-03-14 00:00:00+00:00,Київ,7,541.1333333333333
2022-03-14 00:00:00+00:00,Київська область,1,31.5
2022-03-14 00:00:00+00:00,Кіровоградська область,3,389.26666666666665
2022-03-14 00:00:00+00:00,Львівська область,4,391.46666666666664
2022-03-14 00:00:00+00:00,Миколаївська область,3,527.5
2022-03-14 00:00:00+00:00,Одеська область,1,315.5833333333333
2022-03-14 00:00:00+00:00,Полтавська область,3,549.45
2022-03-14 00:00:00+00:00,Рівненська область,3,372.23333333333335
2022-03-14 00:00:00+00:00,Сумська область,5,517.3833333333333
2022-03-14 00:00:00+00:00,Тернопільська область,3,374.45000000000005
2022-03-14 00:00:00+00:00,Харківська область,7,243.93333333333334
2022-03-14 00:00:00+00:00,Хмельницька область,3,396.05
2022-03-14 00:00:00+00:00,Черкаська область,5,525.0333333333333
2022-03-14 00:00:00+00:00,Чернівецька область,1,322.9
2022-03-14 00:00:00+00:00,Чернігівська область,5,264.6166666666667
2022-03-15 00:00:00+00:00,Івано-Франківська область,2,121.96666666666667
2022-03-15 00:00:00+00:00,Волинська область,4,357.41666666666663
2022-03-15 00:00:00+00:00,Вінницька область,8,311.8666666666667
2022-03-15 00:00:00+00:00,Дніпропетровська область,5,132.18333333333334
2022-03-15 00:00:00+00:00,Житомирська область,7,691.5166666666667
2022-03-15 00:00:00+00:00,Закарпатська область,1,59.43333333333333
2022-03-15 00:00:00+00:00,Запорізька область,1,69.48333333333333
2022-03-15 00:00:00+00:00,Київ,7,695.3666666666667
2022-03-15 00:00:00+00:00,Київська область,2,91.35
2022-03-15 00:00:00+00:00,Кіровоградська область,4,257.03333333333336
2022-03-15 00:00:00+00:00,Львівська область,3,131.78333333333333
2022-03-15 00:00:00+00:00,Миколаївська область,1,132.25
2022-03-15 00:00:00+00:00,Одеська область,3,119.8
2022-03-15 00:00:00+00:00,Полтавська область,2,143.1
2022-03-15 00:00:00+00:00,Рівненська область,3,354.6333333333333
2022-03-15 00:00:00+00:00,Сумська область,5,203.26666666666665
2022-03-15 00:00:00+00:00,Тернопільська область,3,309.4
2022-03-15 00:00:00+00:00,Харківська область,3,225.35
2022-03-15 00:00:00+00:00,Хмельницька область,3,270.35
2022-03-15 00:00:00+00:00,Черкаська область,5,401.53333333333336
2022-03-15 00:00:00+00:00,Чернівецька область,1,87.91666666666667
2022-03-15 00:00:00+00:00,Чернігівська область,4,305.68333333333334
2022-03-16 00:00:00+00:00,Івано-Франківська область,2,183.48333333333332
2022-03-16 00:00:00+00:00,Волинська область,2,62.983333333333334
2022-03-16 00:00:00+00:00,Вінницька область,4,274.23333333333335
2022-03-16 00:00:00+00:00,Дніпропетровська область,5,294.08333333333337
2022-03-16 00:00:00+00:00,Житомирська область,7,479.8
2022-03-16 00:00:00+00:00,Запорізька область,2,48.61666666666667
2022-03-16 00:00:00+00:00,Київ,7,574.8166666666667
2022-03-16 00:00:00+00:00,Київська область,3,376.03333333333336
2022-03-16 00:00:00+00:00,Кіровоградська область,4,357.81666666666666
2022-03-16 00:00:00+00:00,Львівська область,2,183.56666666666666
2022-03-16 00:00:00+00:00,Миколаївська область,2,314.3666666666667
2022-03-16 00:00:00+00:00,Одеська область,3,178.6
2022-03-16 00:00:00+00:00,Полтавська область,2,179.10000000000002
2022-03-16 00:00:00+00:00,Рівненська область,3,73.7
2022-03-16 00:00:00+00:00,Сумська область,3,164.9
2022-03-16 00:00:00+00:00,Тернопільська область,2,68.68333333333334
2022-03-16 00:00:00+00:00,Харківська область,5,465.1
2022-03-16 00:00:00+00:00,Хмельницька область,2,40.65
2022-03-16 00:00:00+00:00,Черкаська область,6,444.93333333333334
2022-03-16 00:00:00+00:00,Чернігівська область,4,136.06666666666666
2022-03-17 00:00:00+00:00,Івано-Франківська область,1,55.516666666666666
2022-03-17 00:00:00+00:00,Волинська область,2,48.43333333333334
2022-03-17 00:00:00+00:00,Вінницька область,5,218.03333333333333
2022-03-17 00:00:00+00:00,Дніпропетровська область,1,65.58333333333333
2022-03-17 00:00:00+00:00,Донецька область,1,26.566666666666666
2022-03-17 00:00:00+00:00,Житомирська область,7,311.8
2022-03-17 00:00:00+00:00,Закарпатська область,1,53.61666666666667
2022-03-17 00:00:00+00:00,Запорізька область,4,132.81666666666666
2022-03-17 00:00:00+00:00,Київ,7,387.3666666666667
2022-03-17 00:00:00+00:00,Київська область,4,347.91666666666663
2022-03-17 00:00:00+00:00,Кіровоградська область,1,2.933333333333333
2022-03-17 00:00:00+00:00,Львівська область,1,38.7
2022-03-17 00:00:00+00:00,Миколаївська область,1,58.833333333333336
2022-03-17 00:00:00+00:00,Одеська область,3,81.65
2022-03-17 00:00:00+00:00,Полтавська область,2,73.26666666666667
2022-03-17 00:00:00+00:00,Рівненська область,2,45.016666666666666
2022-03-17 00:00:00+00:00,Сумська область,4,211.6
2022-03-17 00:00:00+00:00,Тернопільська область,2,44.8
2022-03-17 00:00:00+00:00,Харківська область,5,240.21666666666667
2022-03-17 00:00:00+00:00,Хмельницька область,1,55.56666666666667
2022-03-17 00:00:00+00:00,Черкаська область,3,136.55
2022-03-17 00:00:00+00:00,Чернівецька область,1,54.03333333333333
2022-03-17 00:00:00+00:00,Чернігівська область,4,449.1166666666667
2022-03-18 00:00:00+00:00,Івано-Франківська область,1,34.016666666666666
2022-03-18 00:00:00+00:00,Волинська область,2,61.3
2022-03-18 00:00:00+00:00,Вінницька область,4,208.86666666666667
2022-03-18 00:00:00+00:00,Дніпропетровська область,4,194.81666666666666
2022-03-18 00:00:00+00:00,Донецька область,1,39.166666666666664
2022-03-18 00:00:00+00:00,Житомирська область,8,527.3166666666666
2022-03-18 00:00:00+00:00,Запорізька область,2,97.28333333333333
2022-03-18 00:00:00+00:00,Київ,8,432.0
2022-03-18 00:00:00+00:00,Київська область,1,76.65
2022-03-18 00:00:00+00:00,Кіровоградська область,1,34.06666666666667
2022-03-18 00:00:00+00:00,Львівська область,1,40.1
2022-03-18 00:00:00+00:00,Миколаївська область,1,36.3
2022-03-18 00:00:00+00:00,Одеська область,1,5.95
2022-03-18 00:00:00+00:00,Полтавська область,3,206.53333333333333
2022-03-18 00:00:00+00:00,Рівненська область,2,60.61666666666666
2022-03-18 00:00:00+00:00,Сумська область,1,78.2
2022-03-18 00:00:00+00:00,Тернопільська область,2,86.06666666666666
2022-03-18 00:00:00+00:00,Харківська область,7,422.91666666666663
2022-03-18 00:00:00+00:00,Хмельницька область,1,37.833333333333336
2022-03-18 00:00:00+00:00,Черкаська область,5,233.16666666666666
2022-03-18 00:00:00+00:00,Чернігівська область,3,175.73333333333335
2022-03-19 00:00:00+00:00,Івано-Франківська область,2,95.1
2022-03-19 00:00:00+00:00,Волинська область,2,75.08333333333334
2022-03-19 00:00:00+00:00,Вінницька область,1,74.68333333333334
2022-03-19 00:00:00+00:00,Дніпропетровська область,2,106.36666666666667
2022-03-19 00:00:00+00:00,Житомирська область,6,384.31666666666666
2022-03-19 00:00:00+00:00,Запорізька область,2,97.01666666666667
2022-03-19 00:00:00+00:00,Київ,7,366.25
