day,attack_records,launched_reported,intercepted_reported,uav_events,missile_events,guided_bomb_events
2024-06-21 00:00:00+00:00,2,5.0,4.0,0,2,0
2024-06-22 00:00:00+00:00,10,39.0,33.0,1,9,0
2024-06-23 00:00:00+00:00,2,4.0,3.0,0,2,0
2024-06-24 00:00:00+00:00,5,11.0,10.0,2,3,0
2024-06-25 00:00:00+00:00,3,6.0,6.0,0,3,0
2024-06-26 00:00:00+00:00,5,5.0,3.0,0,5,0
2024-06-27 00:00:00+00:00,10,38.0,35.0,2,8,0
2024-06-28 00:00:00+00:00,8,10.0,10.0,1,7,0
2024-06-29 00:00:00+00:00,3,15.0,15.0,1,2,0
2024-06-30 00:00:00+00:00,4,8.0,8.0,0,4,0
2024-07-01 00:00:00+00:00,3,3.0,3.0,0,3,0
2024-07-02 00:00:00+00:00,2,2.0,2.0,0,2,0
2024-07-03 00:00:00+00:00,6,15.0,13.0,1,5,0
2024-07-04 00:00:00+00:00,6,30.0,28.0,1,5,0
2024-07-05 00:00:00+00:00,6,48.0,48.0,1,5,0
2024-07-06 00:00:00+00:00,7,37.0,32.0,1,6,0
2024-07-07 00:00:00+00:00,8,22.0,20.0,2,6,0
2024-07-08 00:00:00+00:00,14,52.0,41.0,1,13,0
2024-07-09 00:00:00+00:00,7,8.0,6.0,1,6,0
2024-07-10 00:00:00+00:00,8,31.0,18.0,1,7,0
2024-07-11 00:00:00+00:00,6,17.0,15.0,1,5,0
2024-07-12 00:00:00+00:00,2,22.0,14.0,1,1,0
2024-07-13 00:00:00+00:00,4,9.0,7.0,1,3,0
2024-07-14 00:00:00+00:00,6,11.0,11.0,0,6,0
2024-07-15 00:00:00+00:00,7,13.0,12.0,0,7,0
2024-07-16 00:00:00+00:00,7,12.0,8.0,2,5,0
2024-07-17 00:00:00+00:00,2,6.0,6.0,0,2,0
2024-07-18 00:00:00+00:00,7,25.0,24.0,2,5,0
2024-07-19 00:00:00+00:00,4,7.0,4.0,0,4,0
2024-07-20 00:00:00+00:00,8,28.0,20.0,2,6,0
2024-07-21 00:00:00+00:00,10,60.0,51.0,2,8,0
2024-07-22 00:00:00+00:00,5,8.0,6.0,0,5,0
2024-07-23 00:00:00+00:00,7,18.0,15.0,1,6,0
2024-07-24 00:00:00+00:00,3,25.0,17.0,1,2,0
2024-07-25 00:00:00+00:00,6,48.0,35.0,1,5,0
2024-07-26 00:00:00+00:00,6,31.0,28.0,2,4,0
2024-07-27 00:00:00+00:00,5,9.0,9.0,1,4,0
2024-07-28 00:00:00+00:00,6,13.0,12.0,1,5,0
2024-07-29 00:00:00+00:00,7,18.0,17.0,1,6,0
2024-07-31 00:00:00+00:00,4,96.0,96.0,1,3,0
2024-08-01 00:00:00+00:00,7,19.0,17.0,2,5,0
2024-08-02 00:00:00+00:00,7,12.0,9.0,1,6,0
2024-08-03 00:00:00+00:00,5,38.0,29.0,1,4,0
2024-08-04 00:00:00+00:00,5,12.0,8.0,1,4,0
2024-08-05 00:00:00+00:00,6,30.0,26.0,1,5,0
2024-08-06 00:00:00+00:00,4,23.0,20.0,1,3,0
2024-08-07 00:00:00+00:00,3,33.0,33.0,1,2,0
2024-08-08 00:00:00+00:00,5,10.0,8.0,1,4,0
2024-08-09 00:00:00+00:00,2,29.0,29.0,1,1,0
2024-08-10 00:00:00+00:00,1,1.0,1.0,0,1,0
2024-08-11 00:00:00+00:00,6,68.0,58.0,1,5,0
2024-08-12 00:00:00+00:00,2,3.0,3.0,0,2,0
2024-08-13 00:00:00+00:00,2,40.0,30.0,1,1,0
2024-08-14 00:00:00+00:00,5,29.0,20.0,1,4,0
2024-08-15 00:00:00+00:00,5,38.0,35.0,1,4,0
2024-08-16 00:00:00+00:00,6,12.0,9.0,2,4,0
2024-08-17 00:00:00+00:00,2,15.0,14.0,1,1,0
2024-08-18 00:00:00+00:00,8,22.0,19.0,1,7,0
2024-08-19 00:00:00+00:00,3,16.0,16.0,1,2,0
2024-08-20 00:00:00+00:00,5,35.0,32.0,2,3,0
2024-08-21 00:00:00+00:00,5,76.0,55.0,1,4,0
2024-08-22 00:00:00+00:00,4,14.0,2.0,1,3,0
2024-08-23 00:00:00+00:00,7,25.0,21.0,1,6,0
2024-08-24 00:00:00+00:00,2,5.0,1.0,0,2,0
2024-08-25 00:00:00+00:00,3,17.0,8.0,1,2,0
2024-08-26 00:00:00+00:00,5,236.0,201.0,1,4,0
2024-08-27 00:00:00+00:00,5,91.0,65.0,1,4,0
2024-08-28 00:00:00+00:00,2,3.0,3.0,0,2,0
2024-08-29 00:00:00+00:00,7,83.0,65.0,1,6,0
2024-08-30 00:00:00+00:00,2,19.0,12.0,1,1,0
2024-08-31 00:00:00+00:00,5,62.0,29.0,1,4,0
2024-09-01 00:00:00+00:00,2,12.0,8.0,1,1,0
2024-09-02 00:00:00+00:00,9,65.0,48.0,1,8,0
2024-09-03 00:00:00+00:00,4,68.0,49.0,2,2,0
2024-09-04 00:00:00+00:00,4,13.0,7.0,0,4,0
2024-09-05 00:00:00+00:00,2,79.0,60.0,1,1,0
2024-09-06 00:00:00+00:00,5,48.0,29.0,1,4,0
2024-09-07 00:00:00+00:00,4,73.0,64.0,1,3,0
2024-09-08 00:00:00+00:00,2,27.0,16.0,1,1,0
2024-09-09 00:00:00+00:00,5,20.0,17.0,1,4,0
2024-09-10 00:00:00+00:00,5,51.0,41.0,1,4,0
2024-09-11 00:00:00+00:00,5,35.0,20.0,1,4,0
2024-09-12 00:00:00+00:00,7,78.0,54.0,1,6,0
2024-09-13 00:00:00+00:00,1,26.0,24.0,1,0,0
2024-09-14 00:00:00+00:00,5,82.0,78.0,2,3,0
2024-09-15 00:00:00+00:00,5,74.0,65.0,2,3,0
2024-09-16 00:00:00+00:00,1,51.0,34.0,1,0,0
2024-09-18 00:00:00+00:00,2,55.0,46.0,1,1,0
2024-09-19 00:00:00+00:00,5,48.0,45.0,1,4,0
2024-09-20 00:00:00+00:00,6,83.0,70.0,1,5,0
2024-09-21 00:00:00+00:00,3,25.0,16.0,1,2,0
2024-09-22 00:00:00+00:00,2,82.0,71.0,1,1,0
2024-09-23 00:00:00+00:00,6,90.0,69.0,2,4,0
2024-09-24 00:00:00+00:00,3,16.0,16.0,0,3,0
2024-09-25 00:00:00+00:00,7,44.0,36.0,1,6,0
2024-09-26 00:00:00+00:00,4,87.0,70.0,1,3,0
2024-09-27 00:00:00+00:00,8,117.0,96.0,2,6,0
2024-09-28 00:00:00+00:00,1,3.0,1.0,1,0,0
2024-09-29 00:00:00+00:00,5,98.0,83.0,2,3,0
2024-09-30 00:00:00+00:00,1,2.0,0.0,0,1,0
2024-10-01 00:00:00+00:00,5,36.0,32.0,1,4,0
2024-10-02 00:00:00+00:00,2,137.0,89.0,2,0,0
2024-10-03 00:00:00+00:00,4,4.0,3.0,0,4,0
2024-10-04 00:00:00+00:00,1,19.0,9.0,1,0,0
2024-10-05 00:00:00+00:00,7,110.0,64.0,2,5,0
2024-10-06 00:00:00+00:00,4,77.0,32.0,1,3,0
2024-10-07 00:00:00+00:00,4,25.0,21.0,1,3,0
2024-10-08 00:00:00+00:00,2,4.0,4.0,0,2,0
2024-10-09 00:00:00+00:00,9,98.0,65.0,2,7,0
2024-10-10 00:00:00+00:00,3,8.0,8.0,0,3,0
2024-10-11 00:00:00+00:00,3,68.0,29.0,1,2,0
2024-10-12 00:00:00+00:00,1,28.0,24.0,1,0,0
2024-10-13 00:00:00+00:00,4,72.0,31.0,1,3,0
2024-10-14 00:00:00+00:00,1,1.0,0.0,0,1,0
2024-10-15 00:00:00+00:00,10,184.0,81.0,2,8,0
2024-10-16 00:00:00+00:00,2,57.0,22.0,1,1,0
2024-10-17 00:00:00+00:00,1,135.0,80.0,1,0,0
2024-10-18 00:00:00+00:00,2,104.0,46.0,1,1,0
2024-10-19 00:00:00+00:00,2,51.0,31.0,1,1,0
2024-10-20 00:00:00+00:00,4,119.0,59.0,1,3,0
2024-10-21 00:00:00+00:00,1,60.0,42.0,1,0,0
2024-10-22 00:00:00+00:00,3,83.0,58.0,1,2,0
2024-10-23 00:00:00+00:00,6,57.0,43.0,1,5,0
2024-10-24 00:00:00+00:00,1,63.0,36.0,1,0,0
2024-10-25 00:00:00+00:00,4,98.0,44.0,1,3,0
2024-10-26 00:00:00+00:00,3,82.0,43.0,1,2,0
2024-10-27 00:00:00+00:00,3,102.0,68.0,1,2,0
2024-10-28 00:00:00+00:00,5,57.0,32.0,1,4,0
2024-10-29 00:00:00+00:00,2,63.0,33.0,1,1,0
2024-10-30 00:00:00+00:00,7,67.0,31.0,2,5,0
2024-10-31 00:00:00+00:00,2,51.0,32.0,1,1,0
2024-11-01 00:00:00+00:00,5,76.0,41.0,1,4,0
2024-11-02 00:00:00+00:00,3,98.0,68.0,2,1,0
2024-11-03 00:00:00+00:00,2,81.0,50.0,1,1,0
2024-11-04 00:00:00+00:00,2,81.0,50.0,1,1,0
2024-11-05 00:00:00+00:00,3,66.0,38.0,1,2,0
2024-11-06 00:00:00+00:00,4,111.0,79.0,1,3,0
2024-11-07 00:00:00+00:00,7,112.0,81.0,1,6,0
2024-11-08 00:00:00+00:00,4,54.0,34.0,1,3,0
2024-11-09 00:00:00+00:00,1,145.0,62.0,1,0,0
2024-11-10 00:00:00+00:00,2,76.0,41.0,1,1,0
2024-11-11 00:00:00+00:00,3,113.0,46.0,1,2,0
2024-11-12 00:00:00+00:00,1,90.0,37.0,1,0,0
2024-11-13 00:00:00+00:00,4,65.0,25.0,1,3,0
2024-11-14 00:00:00+00:00,2,31.0,26.0,1,1,0
2024-11-15 00:00:00+00:00,3,87.0,56.0,1,2,0
2024-11-16 00:00:00+00:00,1,90.0,42.0,1,0,0
2024-11-17 00:00:00+00:00,9,134.0,110.0,1,8,0
2024-11-18 00:00:00+00:00,7,97.0,61.0,1,6,0
2024-11-19 00:00:00+00:00,5,131.0,61.0,1,4,0
2024-11-21 00:00:00+00:00,3,9.0,6.0,0,3,0
2024-11-22 00:00:00+00:00,1,114.0,64.0,1,0,0
2024-11-24 00:00:00+00:00,2,218.0,121.0,2,0,0
2024-11-25 00:00:00+00:00,7,199.0,82.0,1,6,0
2024-11-26 00:00:00+00:00,3,91.0,37.0,1,2,0
2024-11-27 00:00:00+00:00,1,97.0,35.0,1,0,0
2024-11-28 00:00:00+00:00,4,223.0,167.0,1,3,0
2024-11-29 00:00:00+00:00,5,19.0,15.0,1,4,0
2024-11-30 00:00:00+00:00,1,78.0,32.0,1,0,0
2024-12-01 00:00:00+00:00,1,110.0,52.0,1,0,0
2024-12-02 00:00:00+00:00,2,31.0,25.0,1,1,0
2024-12-03 00:00:00+00:00,2,51.0,29.0,1,1,0
2024-12-04 00:00:00+00:00,2,46.0,30.0,1,1,0
2024-12-05 00:00:00+00:00,2,55.0,34.0,1,1,0
2024-12-06 00:00:00+00:00,3,18.0,7.0,1,2,0
2024-12-07 00:00:00+00:00,1,74.0,28.0,1,0,0
2024-12-08 00:00:00+00:00,2,39.0,20.0,1,1,0
2024-12-10 00:00:00+00:00,2,2.0,2.0,0,2,0
2024-12-11 00:00:00+00:00,1,2.0,2.0,0,1,0
2024-12-12 00:00:00+00:00,1,193.0,80.0,1,0,0
2024-12-13 00:00:00+00:00,6,227.0,141.0,1,5,0
2024-12-14 00:00:00+00:00,6,118.0,65.0,1,5,0
2024-12-16 00:00:00+00:00,2,80.0,47.0,2,0,0
2024-12-17 00:00:00+00:00,1,81.0,51.0,1,0,0
2024-12-18 00:00:00+00:00,4,89.0,45.0,1,3,0
2024-12-19 00:00:00+00:00,6,72.0,45.0,1,5,0
2024-12-20 00:00:00+00:00,8,128.0,69.0,1,7,0
2024-12-21 00:00:00+00:00,2,104.0,52.0,1,1,0
2024-12-22 00:00:00+00:00,1,72.0,47.0,1,0,0
2024-12-23 00:00:00+00:00,3,64.0,40.0,1,2,0
2024-12-24 00:00:00+00:00,4,111.0,59.0,1,3,0
2024-12-25 00:00:00+00:00,5,109.0,79.0,1,4,0
2024-12-26 00:00:00+00:00,2,26.0,13.0,1,1,0
2024-12-27 00:00:00+00:00,1,16.0,15.0,1,0,0
2024-12-28 00:00:00+00:00,2,16.0,9.0,1,1,0
2024-12-30 00:00:00+00:00,4,55.0,22.0,1,3,0
2024-12-31 00:00:00+00:00,7,126.0,70.0,1,6,0
2025-01-01 00:00:00+00:00,3,77.0,52.0,1,2,0
2025-01-02 00:00:00+00:00,3,97.0,64.0,1,2,0
2025-01-03 00:00:00+00:00,5,124.0,50.0,2,3,0
2025-01-04 00:00:00+00:00,6,144.0,86.0,2,4,0
2025-01-05 00:00:00+00:00,6,146.0,97.0,1,5,0
2025-01-06 00:00:00+00:00,1,38.0,28.0,1,0,0
2025-01-07 00:00:00+00:00,1,64.0,41.0,1,0,0
2025-01-08 00:00:00+00:00,1,70.0,46.0,1,0,0
2025-01-09 00:00:00+00:00,9,92.0,53.0,1,8,0
2025-01-10 00:00:00+00:00,2,75.0,48.0,1,1,0
2025-01-11 00:00:00+00:00,1,94.0,60.0,1,0,0
2025-01-12 00:00:00+00:00,6,124.0,92.0,1,5,0
2025-01-13 00:00:00+00:00,2,81.0,59.0,1,1,0
2025-01-14 00:00:00+00:00,3,78.0,49.0,1,2,0
2025-01-15 00:00:00+00:00,10,111.0,77.0,1,9,0
2025-01-16 00:00:00+00:00,3,56.0,35.0,1,2,0
2025-01-17 00:00:00+00:00,1,39.0,24.0,1,0,0
2025-01-18 00:00:00+00:00,1,61.0,43.0,1,0,0
2025-01-19 00:00:00+00:00,2,142.0,93.0,1,1,0
2025-01-20 00:00:00+00:00,3,136.0,73.0,1,2,0
2025-01-21 00:00:00+00:00,1,99.0,65.0,1,0,0
2025-01-22 00:00:00+00:00,1,92.0,57.0,1,0,0
2025-01-23 00:00:00+00:00,2,62.0,25.0,1,1,0
2025-01-24 00:00:00+00:00,2,63.0,48.0,1,1,0
2025-01-25 00:00:00+00:00,1,72.0,50.0,1,0,0
2025-01-26 00:00:00+00:00,1,104.0,57.0,1,0,0
2025-01-27 00:00:00+00:00,2,101.0,66.0,1,1,0
2025-01-28 00:00:00+00:00,2,58.0,29.0,1,1,0
2025-01-29 00:00:00+00:00,2,82.0,38.0,1,1,0
2025-01-30 00:00:00+00:00,1,102.0,59.0,1,0,0
2025-01-31 00:00:00+00:00,9,166.0,57.0,1,8,0
2025-02-01 00:00:00+00:00,1,55.0,40.0,1,0,0
2025-02-02 00:00:00+00:00,5,85.0,52.0,1,4,0
2025-02-03 00:00:00+00:00,1,65.0,37.0,1,0,0
2025-02-04 00:00:00+00:00,4,109.0,60.0,1,3,0
2025-02-05 00:00:00+00:00,4,81.0,57.0,1,3,0
2025-02-06 00:00:00+00:00,3,114.0,83.0,1,2,0
2025-02-07 00:00:00+00:00,1,139.0,67.0,1,0,0
2025-02-08 00:00:00+00:00,1,151.0,70.0,1,0,0
2025-02-09 00:00:00+00:00,5,92.0,70.0,1,4,0
2025-02-10 00:00:00+00:00,3,7.0,4.0,0,3,0
2025-02-11 00:00:00+00:00,8,275.0,137.0,2,6,0
2025-02-12 00:00:00+00:00,6,149.0,93.0,1,5,0
2025-02-13 00:00:00+00:00,5,140.0,79.0,1,4,0
2025-02-14 00:00:00+00:00,3,73.0,34.0,1,2,0
2025-02-15 00:00:00+00:00,2,144.0,96.0,1,1,0
2025-02-16 00:00:00+00:00,6,157.0,88.0,1,5,0
2025-02-17 00:00:00+00:00,2,178.0,105.0,1,1,0
2025-02-18 00:00:00+00:00,3,170.0,107.0,1,2,0
2025-02-19 00:00:00+00:00,7,10.0,8.0,1,6,0
2025-02-20 00:00:00+00:00,5,339.0,169.0,2,3,0
2025-02-21 00:00:00+00:00,3,165.0,85.0,1,2,0
2025-02-22 00:00:00+00:00,4,272.0,140.0,1,3,0
2025-02-23 00:00:00+00:00,4,189.0,117.0,1,3,0
2025-02-24 00:00:00+00:00,5,223.0,142.0,1,4,0
2025-02-25 00:00:00+00:00,5,186.0,119.0,1,4,0
2025-02-26 00:00:00+00:00,3,169.0,93.0,1,2,0
2025-02-27 00:00:00+00:00,2,209.0,108.0,1,1,0
2025-02-28 00:00:00+00:00,5,161.0,109.0,1,4,0
2025-03-01 00:00:00+00:00,4,83.0,66.0,1,3,0
2025-03-02 00:00:00+00:00,1,83.0,46.0,1,0,0
2025-03-03 00:00:00+00:00,1,99.0,65.0,1,0,0
2025-03-04 00:00:00+00:00,3,185.0,115.0,1,2,0
2025-03-05 00:00:00+00:00,5,117.0,71.0,1,4,0
2025-03-06 00:00:00+00:00,2,195.0,101.0,1,1,0
2025-03-07 00:00:00+00:00,9,210.0,118.0,2,7,0
2025-03-08 00:00:00+00:00,6,126.0,77.0,1,5,0
2025-03-09 00:00:00+00:00,4,185.0,139.0,1,3,0
2025-03-10 00:00:00+00:00,4,129.0,82.0,1,3,0
2025-03-11 00:00:00+00:00,4,139.0,101.0,1,3,0
2025-03-12 00:00:00+00:00,4,121.0,77.0,1,3,0
2025-03-13 00:00:00+00:00,3,29.0,18.0,1,2,0
2025-03-14 00:00:00+00:00,4,182.0,132.0,1,3,0
2025-03-15 00:00:00+00:00,3,92.0,49.0,1,2,0
2025-03-16 00:00:00+00:00,4,179.0,95.0,1,3,0
2025-03-17 00:00:00+00:00,2,138.0,64.0,1,1,0
2025-03-18 00:00:00+00:00,3,151.0,72.0,1,2,0
2025-03-19 00:00:00+00:00,5,180.0,84.0,1,4,0
2025-03-20 00:00:00+00:00,6,230.0,130.0,1,5,0
2025-03-21 00:00:00+00:00,7,188.0,108.0,1,6,0
2025-03-22 00:00:00+00:00,2,152.0,102.0,2,0,0
2025-03-23 00:00:00+00:00,3,102.0,60.0,1,2,0
2025-03-24 00:00:00+00:00,4,142.0,80.0,1,3,0
2025-03-25 00:00:00+00:00,2,118.0,57.0,1,1,0
2025-03-26 00:00:00+00:00,4,93.0,48.0,3,1,0
2025-03-27 00:00:00+00:00,3,169.0,95.0,3,0,0
2025-03-28 00:00:00+00:00,3,178.0,100.0,3,0,0
2025-03-29 00:00:00+00:00,2,112.0,65.0,1,1,0
2025-03-30 00:00:00+00:00,3,135.0,59.0,1,2,0
2025-03-31 00:00:00+00:00,3,4.0,4.0,0,3,0
2025-04-01 00:00:00+00:00,3,80.0,47.0,3,0,0
2025-04-02 00:00:00+00:00,1,39.0,28.0,1,0,0
2025-04-03 00:00:00+00:00,1,78.0,42.0,1,0,0
2025-04-04 00:00:00+00:00,3,94.0,52.0,1,2,0
2025-04-05 00:00:00+00:00,2,118.0,46.0,1,1,0
2025-04-06 00:00:00+00:00,2,14.0,7.0,0,2,0
2025-04-07 00:00:00+00:00,4,55.0,17.0,2,2,0
2025-04-08 00:00:00+00:00,3,61.0,38.0,2,1,0
2025-04-09 00:00:00+00:00,3,148.0,88.0,2,1,0
2025-04-10 00:00:00+00:00,4,43.0,27.0,1,3,0
2025-04-11 00:00:00+00:00,1,88.0,56.0,1,0,0
2025-04-12 00:00:00+00:00,3,57.0,45.0,1,2,0
2025-04-13 00:00:00+00:00,6,71.0,47.0,1,5,0
2025-04-14 00:00:00+00:00,4,64.0,37.0,3,1,0
2025-04-15 00:00:00+00:00,3,100.0,60.0,2,1,0
2025-04-16 00:00:00+00:00,3,80.0,25.0,1,2,0
2025-04-17 00:00:00+00:00,5,45.0,30.0,2,3,0
2025-04-18 00:00:00+00:00,8,105.0,41.0,1,7,0
2025-04-21 00:00:00+00:00,6,161.0,88.0,3,3,0
2025-04-22 00:00:00+00:00,5,219.0,113.0,3,2,0
2025-04-23 00:00:00+00:00,4,154.0,73.0,2,2,0
2025-04-24 00:00:00+00:00,8,176.0,92.0,1,7,0
2025-04-25 00:00:00+00:00,5,123.0,72.0,2,3,0
2025-04-26 00:00:00+00:00,3,151.0,59.0,2,1,0
2025-04-27 00:00:00+00:00,1,166.0,40.0,1,0,0
2025-04-28 00:00:00+00:00,4,107.0,43.0,3,1,0
2025-04-29 00:00:00+00:00,3,112.0,54.0,2,1,0
2025-04-30 00:00:00+00:00,4,181.0,80.0,1,3,0
2025-05-01 00:00:00+00:00,3,157.0,71.0,2,1,0
2025-05-02 00:00:00+00:00,3,185.0,77.0,1,2,0
2025-05-03 00:00:00+00:00,4,169.0,72.0,2,2,0
2025-05-04 00:00:00+00:00,5,127.0,50.0,2,3,0
2025-05-05 00:00:00+00:00,4,140.0,58.0,3,1,0
2025-05-06 00:00:00+00:00,4,198.0,89.0,3,1,0
2025-05-07 00:00:00+00:00,1,31.0,20.0,1,0,0
2025-05-10 00:00:00+00:00,2,4.0,4.0,0,2,0
2025-05-11 00:00:00+00:00,5,219.0,118.0,2,3,0
2025-05-12 00:00:00+00:00,2,13.0,13.0,1,1,0
2025-05-13 00:00:00+00:00,4,156.0,90.0,2,2,0
2025-05-14 00:00:00+00:00,1,8.0,8.0,1,0,0
2025-05-15 00:00:00+00:00,3,113.0,65.0,1,2,0
2025-05-16 00:00:00+00:00,4,183.0,118.0,3,1,0
2025-05-17 00:00:00+00:00,1,273.0,88.0,1,0,0
2025-05-18 00:00:00+00:00,2,116.0,45.0,1,1,0
2025-05-19 00:00:00+00:00,3,113.0,40.0,2,1,0
2025-05-20 00:00:00+00:00,1,5.0,5.0,0,1,0
2025-05-21 00:00:00+00:00,6,92.0,38.0,1,5,0
2025-05-22 00:00:00+00:00,6,317.0,177.0,3,3,0
2025-05-23 00:00:00+00:00,6,270.0,140.0,1,5,0
2025-05-24 00:00:00+00:00,1,298.0,139.0,1,0,0
2025-05-25 00:00:00+00:00,6,425.0,279.0,1,5,0
2025-05-26 00:00:00+00:00,2,69.0,44.0,1,1,0
2025-05-27 00:00:00+00:00,6,100.0,40.0,1,5,0
2025-05-28 00:00:00+00:00,3,93.0,13.0,1,2,0
2025-05-29 00:00:00+00:00,6,101.0,34.0,2,4,0
2025-05-30 00:00:00+00:00,5,120.0,48.0,2,3,0
2025-05-31 00:00:00+00:00,3,479.0,213.0,1,2,0
2025-06-01 00:00:00+00:00,5,86.0,17.0,1,4,0
2025-06-02 00:00:00+00:00,3,118.0,66.0,3,0,0
2025-06-03 00:00:00+00:00,4,102.0,42.0,3,1,0
2025-06-04 00:00:00+00:00,4,116.0,40.0,2,2,0
2025-06-05 00:00:00+00:00,5,418.0,207.0,2,3,0
2025-06-06 00:00:00+00:00,7,256.0,129.0,3,4,0
2025-06-07 00:00:00+00:00,5,56.0,26.0,3,2,0
2025-06-08 00:00:00+00:00,5,490.0,284.0,1,4,0
2025-06-09 00:00:00+00:00,6,335.0,233.0,3,3,0
2025-06-10 00:00:00+00:00,3,87.0,41.0,1,2,0
2025-06-11 00:00:00+00:00,3,74.0,39.0,3,0,0
2025-06-12 00:00:00+00:00,3,62.0,31.0,1,2,0
2025-06-13 00:00:00+00:00,1,58.0,23.0,1,0,0
2025-06-14 00:00:00+00:00,2,185.0,113.0,2,0,0
2025-06-15 00:00:00+00:00,5,149.0,92.0,1,4,0
2025-06-16 00:00:00+00:00,4,453.0,249.0,1,3,0
2025-06-17 00:00:00+00:00,4,80.0,28.0,1,3,0
2025-06-18 00:00:00+00:00,3,106.0,42.0,1,2,0
2025-06-19 00:00:00+00:00,3,89.0,37.0,1,2,0
2025-06-20 00:00:00+00:00,3,282.0,150.0,2,1,0
2025-06-21 00:00:00+00:00,7,60.0,25.0,1,6,0
2025-06-22 00:00:00+00:00,8,376.0,162.0,2,6,0
2025-06-23 00:00:00+00:00,3,103.0,67.0,1,2,0
2025-06-24 00:00:00+00:00,2,75.0,36.0,1,1,0
2025-06-25 00:00:00+00:00,3,48.0,15.0,2,1,0
2025-06-26 00:00:00+00:00,2,364.0,212.0,1,1,0
2025-06-27 00:00:00+00:00,5,38.0,34.0,2,3,0
2025-06-28 00:00:00+00:00,3,483.0,217.0,2,1,0
2025-06-29 00:00:00+00:00,7,168.0,103.0,1,6,0
2025-06-30 00:00:00+00:00,3,57.0,19.0,3,0,0
2025-07-01 00:00:00+00:00,4,122.0,34.0,3,1,0
2025-07-02 00:00:00+00:00,3,58.0,28.0,3,0,0
2025-07-03 00:00:00+00:00,4,547.0,274.0,3,1,0
2025-07-04 00:00:00+00:00,6,339.0,163.0,2,4,0
2025-07-05 00:00:00+00:00,3,164.0,101.0,2,1,0
2025-07-06 00:00:00+00:00,5,116.0,69.0,4,1,0
2025-07-07 00:00:00+00:00,2,3.0,3.0,2,0,0
2025-07-08 00:00:00+00:00,8,811.0,341.0,4,4,0
2025-07-09 00:00:00+00:00,9,422.0,183.0,3,6,0
2025-07-10 00:00:00+00:00,3,85.0,50.0,1,2,0
2025-07-11 00:00:00+00:00,3,603.0,325.0,3,0,0
2025-07-12 00:00:00+00:00,4,89.0,48.0,1,3,0
2025-07-13 00:00:00+00:00,2,140.0,61.0,1,1,0
2025-07-14 00:00:00+00:00,4,276.0,186.0,2,2,0
2025-07-15 00:00:00+00:00,6,410.0,204.0,1,5,0
2025-07-16 00:00:00+00:00,3,70.0,42.0,3,0,0
2025-07-17 00:00:00+00:00,3,42.0,18.0,3,0,0
2025-07-18 00:00:00+00:00,3,351.0,192.0,2,1,0
2025-07-19 00:00:00+00:00,6,97.0,46.0,3,3,0
2025-07-20 00:00:00+00:00,3,429.0,203.0,2,1,0
2025-07-21 00:00:00+00:00,5,66.0,50.0,1,4,0
2025-07-22 00:00:00+00:00,2,73.0,29.0,1,1,0
2025-07-23 00:00:00+00:00,4,112.0,96.0,3,1,0
2025-07-24 00:00:00+00:00,4,69.0,60.0,3,1,0
2025-07-25 00:00:00+00:00,4,240.0,205.0,3,1,0
2025-07-26 00:00:00+00:00,3,90.0,85.0,3,0,0
2025-07-27 00:00:00+00:00,2,332.0,317.0,1,1,0
2025-07-28 00:00:00+00:00,6,48.0,36.0,3,3,0
2025-07-29 00:00:00+00:00,3,87.0,60.0,3,0,0
2025-07-30 00:00:00+00:00,3,321.0,295.0,2,1,0
2025-07-31 00:00:00+00:00,3,76.0,48.0,3,0,0
2025-08-01 00:00:00+00:00,2,56.0,48.0,2,0,0
2025-08-02 00:00:00+00:00,5,89.0,67.0,2,3,0
2025-08-03 00:00:00+00:00,2,164.0,163.0,2,0,0
2025-08-04 00:00:00+00:00,5,60.0,36.0,2,3,0
2025-08-05 00:00:00+00:00,4,49.0,39.0,3,1,0
2025-08-06 00:00:00+00:00,2,115.0,92.0,2,0,0
2025-08-07 00:00:00+00:00,2,110.0,84.0,2,0,0
2025-08-08 00:00:00+00:00,3,54.0,22.0,2,1,0
2025-08-09 00:00:00+00:00,3,106.0,76.0,3,0,0
2025-08-10 00:00:00+00:00,3,75.0,63.0,3,0,0
2025-08-11 00:00:00+00:00,3,58.0,42.0,2,1,0
2025-08-12 00:00:00+00:00,4,66.0,49.0,3,1,0
2025-08-13 00:00:00+00:00,4,52.0,29.0,3,1,0
2025-08-14 00:00:00+00:00,4,106.0,70.0,3,1,0
2025-08-15 00:00:00+00:00,4,94.0,69.0,3,1,0
2025-08-16 00:00:00+00:00,4,70.0,49.0,3,1,0
2025-08-17 00:00:00+00:00,4,148.0,92.0,3,1,0
2025-08-18 00:00:00+00:00,4,284.0,241.0,3,1,0
2025-08-19 00:00:00+00:00,4,107.0,74.0,2,2,0
2025-08-20 00:00:00+00:00,8,619.0,583.0,3,5,0
2025-08-21 00:00:00+00:00,3,61.0,52.0,3,0,0
2025-08-22 00:00:00+00:00,1,49.0,36.0,1,0,0
2025-08-23 00:00:00+00:00,2,73.0,48.0,1,1,0
2025-08-24 00:00:00+00:00,3,113.0,85.0,3,0,0
2025-08-25 00:00:00+00:00,1,59.0,47.0,1,0,0
2025-08-26 00:00:00+00:00,1,95.0,74.0,1,0,0
2025-08-27 00:00:00+00:00,3,602.0,567.0,3,0,0
2025-08-28 00:00:00+00:00,6,105.0,78.0,3,3,0
