day,attack_records,launched_reported,intercepted_reported,uav_events,missile_events,guided_bomb_events
2025-08-29 00:00:00+00:00,3,541.0,514.0,3,0,0
2025-08-30 00:00:00+00:00,5,193.0,170.0,3,2,0
2025-08-31 00:00:00+00:00,3,89.0,70.0,3,0,0
2025-09-01 00:00:00+00:00,2,153.0,123.0,2,0,0
2025-09-02 00:00:00+00:00,4,560.0,483.0,4,0,0
2025-09-03 00:00:00+00:00,5,142.0,111.0,3,2,0
2025-09-04 00:00:00+00:00,7,180.0,135.0,2,5,0
2025-09-05 00:00:00+00:00,3,106.0,83.0,3,0,0
2025-09-06 00:00:00+00:00,4,832.0,760.0,2,2,0
2025-09-07 00:00:00+00:00,2,149.0,119.0,2,0,0
2025-09-08 00:00:00+00:00,3,93.0,69.0,3,0,0
2025-09-09 00:00:00+00:00,4,464.0,419.0,2,2,0
2025-09-10 00:00:00+00:00,1,66.0,62.0,1,0,0
2025-09-11 00:00:00+00:00,3,51.0,44.0,3,0,0
2025-09-12 00:00:00+00:00,4,171.0,143.0,3,1,0
2025-09-13 00:00:00+00:00,4,62.0,55.0,3,1,0
2025-09-14 00:00:00+00:00,4,94.0,66.0,3,1,0
2025-09-15 00:00:00+00:00,3,116.0,92.0,3,0,0
2025-09-16 00:00:00+00:00,5,186.0,148.0,3,2,0
2025-09-17 00:00:00+00:00,3,88.0,61.0,3,0,0
2025-09-18 00:00:00+00:00,3,89.0,74.0,2,1,0
2025-09-19 00:00:00+00:00,2,588.0,561.0,2,0,0
2025-09-20 00:00:00+00:00,5,112.0,82.0,3,2,0
2025-09-21 00:00:00+00:00,3,152.0,143.0,3,0,0
2025-09-22 00:00:00+00:00,4,135.0,120.0,3,1,0
2025-09-23 00:00:00+00:00,3,158.0,132.0,3,0,0
2025-09-24 00:00:00+00:00,3,187.0,161.0,3,0,0
2025-09-25 00:00:00+00:00,1,154.0,128.0,1,0,0
2025-09-26 00:00:00+00:00,3,127.0,109.0,3,0,0
2025-09-27 00:00:00+00:00,1,593.0,566.0,1,0,0
2025-09-28 00:00:00+00:00,6,90.0,76.0,3,3,0
2025-09-29 00:00:00+00:00,2,68.0,49.0,1,1,0
2025-09-30 00:00:00+00:00,3,54.0,44.0,1,2,0
2025-10-01 00:00:00+00:00,2,87.0,54.0,1,1,0
2025-10-02 00:00:00+00:00,5,420.0,324.0,1,4,0
2025-10-03 00:00:00+00:00,5,120.0,79.0,1,4,0
2025-10-04 00:00:00+00:00,1,496.0,439.0,1,0,0
2025-10-05 00:00:00+00:00,5,172.0,125.0,2,3,0
2025-10-06 00:00:00+00:00,4,174.0,109.0,3,1,0
2025-10-07 00:00:00+00:00,2,191.0,162.0,2,0,0
2025-10-08 00:00:00+00:00,2,114.0,89.0,2,0,0
2025-10-09 00:00:00+00:00,4,495.0,419.0,1,3,0
2025-10-10 00:00:00+00:00,3,84.0,59.0,2,1,0
2025-10-11 00:00:00+00:00,3,121.0,105.0,2,1,0
2025-10-12 00:00:00+00:00,2,90.0,77.0,2,0,0
2025-10-13 00:00:00+00:00,3,104.0,77.0,3,0,0
2025-10-14 00:00:00+00:00,3,127.0,100.0,3,0,0
2025-10-15 00:00:00+00:00,4,334.0,295.0,3,1,0
2025-10-16 00:00:00+00:00,5,106.0,41.0,2,3,0
2025-10-17 00:00:00+00:00,4,176.0,145.0,3,1,0
2025-10-18 00:00:00+00:00,3,75.0,53.0,3,0,0
2025-10-19 00:00:00+00:00,4,71.0,46.0,3,1,0
2025-10-20 00:00:00+00:00,4,107.0,61.0,2,2,0
2025-10-21 00:00:00+00:00,5,436.0,356.0,2,3,0
2025-10-22 00:00:00+00:00,4,144.0,102.0,3,1,0
2025-10-23 00:00:00+00:00,2,136.0,80.0,2,0,0
2025-10-24 00:00:00+00:00,3,74.0,56.0,1,2,0
2025-10-25 00:00:00+00:00,2,104.0,93.0,1,1,0
2025-10-26 00:00:00+00:00,1,100.0,66.0,1,0,0
2025-10-27 00:00:00+00:00,2,47.0,35.0,2,0,0
2025-10-28 00:00:00+00:00,2,134.0,101.0,2,0,0
2025-10-29 00:00:00+00:00,3,660.0,599.0,3,0,0
2025-10-30 00:00:00+00:00,12,206.0,147.0,3,9,0
2025-10-31 00:00:00+00:00,3,227.0,210.0,3,0,0
2025-11-01 00:00:00+00:00,4,94.0,79.0,2,2,0
2025-11-02 00:00:00+00:00,6,157.0,123.0,3,3,0
2025-11-03 00:00:00+00:00,5,145.0,100.0,3,2,0
2025-11-04 00:00:00+00:00,2,88.0,69.0,2,0,0
2025-11-05 00:00:00+00:00,1,135.0,108.0,1,0,0
2025-11-06 00:00:00+00:00,2,135.0,101.0,2,0,0
2025-11-07 00:00:00+00:00,4,509.0,421.0,2,2,0
2025-11-08 00:00:00+00:00,2,74.0,39.0,2,0,0
2025-11-09 00:00:00+00:00,3,77.0,57.0,1,2,0
2025-11-10 00:00:00+00:00,2,121.0,53.0,1,1,0
2025-11-11 00:00:00+00:00,2,138.0,107.0,2,0,0
2025-11-12 00:00:00+00:00,5,167.0,129.0,3,2,0
2025-11-13 00:00:00+00:00,6,454.0,425.0,2,4,0
2025-11-14 00:00:00+00:00,5,146.0,100.0,2,3,0
2025-11-15 00:00:00+00:00,4,188.0,150.0,1,3,0
2025-11-16 00:00:00+00:00,2,130.0,91.0,1,1,0
2025-11-17 00:00:00+00:00,3,131.0,114.0,1,2,0
2025-11-18 00:00:00+00:00,3,490.0,455.0,2,1,0
2025-11-19 00:00:00+00:00,4,187.0,151.0,1,3,0
2025-11-20 00:00:00+00:00,1,115.0,95.0,1,0,0
2025-11-21 00:00:00+00:00,5,161.0,145.0,4,1,0
2025-11-22 00:00:00+00:00,3,108.0,79.0,3,0,0
2025-11-23 00:00:00+00:00,3,169.0,132.0,3,0,0
2025-11-24 00:00:00+00:00,5,487.0,456.0,2,3,0
2025-11-25 00:00:00+00:00,6,108.0,85.0,3,3,0
2025-11-26 00:00:00+00:00,2,153.0,103.0,1,1,0
2025-11-27 00:00:00+00:00,4,83.0,73.0,3,1,0
2025-11-28 00:00:00+00:00,6,636.0,581.0,2,4,0
2025-11-29 00:00:00+00:00,3,127.0,107.0,2,1,0
2025-11-30 00:00:00+00:00,1,89.0,63.0,1,0,0
2025-12-01 00:00:00+00:00,1,62.0,39.0,1,0,0
2025-12-02 00:00:00+00:00,2,114.0,86.0,2,0,0
2025-12-03 00:00:00+00:00,3,140.0,114.0,1,2,0
2025-12-04 00:00:00+00:00,2,149.0,92.0,1,1,0
2025-12-05 00:00:00+00:00,4,706.0,620.0,1,3,0
2025-12-06 00:00:00+00:00,5,254.0,184.0,1,4,0
2025-12-07 00:00:00+00:00,2,155.0,137.0,1,1,0
2025-12-08 00:00:00+00:00,2,115.0,89.0,1,1,0
2025-12-09 00:00:00+00:00,2,101.0,71.0,1,1,0
2025-12-10 00:00:00+00:00,3,163.0,94.0,1,2,0
2025-12-11 00:00:00+00:00,2,91.0,75.0,1,1,0
2025-12-12 00:00:00+00:00,5,494.0,430.0,1,4,0
2025-12-13 00:00:00+00:00,3,143.0,110.0,1,2,0
2025-12-14 00:00:00+00:00,3,165.0,145.0,3,0,0
2025-12-15 00:00:00+00:00,2,89.0,77.0,1,1,0
2025-12-16 00:00:00+00:00,3,97.0,65.0,3,0,0
2025-12-17 00:00:00+00:00,3,104.0,85.0,3,0,0
2025-12-18 00:00:00+00:00,3,172.0,120.0,3,0,0
2025-12-19 00:00:00+00:00,4,82.0,58.0,3,1,0
2025-12-20 00:00:00+00:00,1,97.0,75.0,1,0,0
2025-12-21 00:00:00+00:00,3,89.0,60.0,1,2,0
2025-12-22 00:00:00+00:00,2,657.0,609.0,2,0,0
2025-12-23 00:00:00+00:00,5,192.0,132.0,3,2,0
2025-12-24 00:00:00+00:00,3,162.0,137.0,3,0,0
2025-12-25 00:00:00+00:00,4,134.0,107.0,3,1,0
2025-12-26 00:00:00+00:00,6,569.0,513.0,2,4,0
2025-12-27 00:00:00+00:00,2,71.0,53.0,1,1,0
2025-12-28 00:00:00+00:00,2,38.0,34.0,1,1,0
2025-12-29 00:00:00+00:00,4,70.0,61.0,1,3,0
2025-12-30 00:00:00+00:00,2,139.0,113.0,1,1,0
2025-12-31 00:00:00+00:00,2,216.0,187.0,1,1,0
2026-01-01 00:00:00+00:00,4,156.0,126.0,3,1,0
2026-01-02 00:00:00+00:00,2,103.0,88.0,1,1,0
2026-01-03 00:00:00+00:00,2,64.0,51.0,1,1,0
2026-01-04 00:00:00+00:00,3,186.0,149.0,1,2,0
2026-01-05 00:00:00+00:00,3,80.0,72.0,2,1,0
2026-01-06 00:00:00+00:00,3,110.0,95.0,1,2,0
2026-01-07 00:00:00+00:00,4,109.0,80.0,1,3,0
2026-01-08 00:00:00+00:00,6,288.0,254.0,2,4,0
2026-01-09 00:00:00+00:00,4,133.0,105.0,1,3,0
2026-01-10 00:00:00+00:00,2,166.0,137.0,1,1,0
2026-01-11 00:00:00+00:00,3,173.0,152.0,2,1,0
2026-01-12 00:00:00+00:00,5,337.0,266.0,3,2,0
2026-01-13 00:00:00+00:00,4,139.0,113.0,3,1,0
2026-01-14 00:00:00+00:00,3,111.0,90.0,3,0,0
2026-01-15 00:00:00+00:00,4,105.0,79.0,2,2,0
2026-01-16 00:00:00+00:00,3,136.0,117.0,2,1,0
2026-01-17 00:00:00+00:00,2,212.0,178.0,1,1,0
2026-01-18 00:00:00+00:00,2,165.0,146.0,1,1,0
2026-01-19 00:00:00+00:00,6,389.0,358.0,2,4,0
2026-01-20 00:00:00+00:00,4,127.0,113.0,2,2,0
2026-01-21 00:00:00+00:00,4,106.0,91.0,2,2,0
2026-01-22 00:00:00+00:00,1,101.0,76.0,1,0,0
2026-01-23 00:00:00+00:00,6,417.0,393.0,1,5,0
2026-01-24 00:00:00+00:00,3,137.0,120.0,2,1,0
2026-01-25 00:00:00+00:00,2,161.0,133.0,1,1,0
2026-01-26 00:00:00+00:00,2,170.0,140.0,2,0,0
2026-01-27 00:00:00+00:00,4,167.0,123.0,3,1,0
2026-01-28 00:00:00+00:00,4,122.0,101.0,4,0,0
2026-01-29 00:00:00+00:00,3,128.0,96.0,1,2,0
2026-01-30 00:00:00+00:00,2,91.0,70.0,2,0,0
2026-01-31 00:00:00+00:00,1,90.0,76.0,1,0,0
2026-02-01 00:00:00+00:00,4,197.0,182.0,3,1,0
2026-02-02 00:00:00+00:00,7,550.0,479.0,3,4,0
2026-02-03 00:00:00+00:00,3,120.0,103.0,3,0,0
2026-02-04 00:00:00+00:00,4,204.0,175.0,3,1,0
2026-02-05 00:00:00+00:00,6,346.0,308.0,3,3,0
2026-02-06 00:00:00+00:00,2,417.0,391.0,1,1,0
2026-02-07 00:00:00+00:00,4,140.0,93.0,1,3,0
2026-02-08 00:00:00+00:00,3,191.0,147.0,1,2,0
2026-02-09 00:00:00+00:00,3,151.0,136.0,2,1,0
2026-02-10 00:00:00+00:00,4,161.0,143.0,3,1,0
2026-02-11 00:00:00+00:00,7,278.0,243.0,3,4,0
2026-02-12 00:00:00+00:00,3,182.0,138.0,2,1,0
2026-02-13 00:00:00+00:00,6,148.0,124.0,4,2,0
2026-02-14 00:00:00+00:00,2,103.0,75.0,1,1,0
2026-02-15 00:00:00+00:00,6,72.0,58.0,2,4,0
2026-02-16 00:00:00+00:00,7,430.0,396.0,2,5,0
2026-02-17 00:00:00+00:00,5,174.0,147.0,2,3,0
2026-02-18 00:00:00+00:00,1,37.0,29.0,1,0,0
2026-02-19 00:00:00+00:00,5,153.0,130.0,3,2,0
2026-02-20 00:00:00+00:00,4,141.0,126.0,3,1,0
2026-02-21 00:00:00+00:00,3,329.0,306.0,3,0,0
2026-02-22 00:00:00+00:00,9,216.0,177.0,3,6,0
2026-02-23 00:00:00+00:00,4,168.0,145.0,3,1,0
2026-02-24 00:00:00+00:00,2,127.0,107.0,2,0,0
2026-02-25 00:00:00+00:00,3,448.0,400.0,2,1,0
2026-02-26 00:00:00+00:00,6,239.0,210.0,2,4,0
2026-02-27 00:00:00+00:00,4,143.0,133.0,3,1,0
2026-02-28 00:00:00+00:00,3,165.0,152.0,3,0,0
2026-03-01 00:00:00+00:00,4,133.0,122.0,3,1,0
2026-03-02 00:00:00+00:00,3,168.0,158.0,2,1,0
2026-03-03 00:00:00+00:00,3,187.0,167.0,3,0,0
2026-03-04 00:00:00+00:00,5,195.0,174.0,3,2,0
2026-03-05 00:00:00+00:00,3,173.0,143.0,3,0,0
2026-03-06 00:00:00+00:00,2,510.0,483.0,2,0,0
2026-03-07 00:00:00+00:00,7,184.0,153.0,3,4,0
2026-03-08 00:00:00+00:00,4,239.0,201.0,3,1,0
2026-03-09 00:00:00+00:00,4,189.0,171.0,3,1,0
2026-03-10 00:00:00+00:00,3,131.0,122.0,3,0,0
2026-03-11 00:00:00+00:00,3,131.0,114.0,3,0,0
2026-03-12 00:00:00+00:00,4,172.0,162.0,3,1,0
2026-03-13 00:00:00+00:00,3,463.0,435.0,3,0,0
2026-03-14 00:00:00+00:00,8,182.0,165.0,3,5,0
2026-03-15 00:00:00+00:00,3,226.0,209.0,3,0,0
2026-03-16 00:00:00+00:00,3,207.0,182.0,2,1,0
2026-03-17 00:00:00+00:00,3,181.0,162.0,3,0,0
2026-03-18 00:00:00+00:00,2,179.0,155.0,2,0,0
2026-03-19 00:00:00+00:00,3,198.0,175.0,3,0,0
2026-03-20 00:00:00+00:00,2,192.0,186.0,2,0,0
2026-03-21 00:00:00+00:00,2,180.0,168.0,2,0,0
2026-03-22 00:00:00+00:00,2,286.0,269.0,2,0,0
2026-03-23 00:00:00+00:00,7,474.0,445.0,3,4,0
2026-03-24 00:00:00+00:00,4,773.0,732.0,3,1,0
2026-03-25 00:00:00+00:00,2,214.0,191.0,2,0,0
2026-03-26 00:00:00+00:00,2,146.0,137.0,2,0,0
2026-03-27 00:00:00+00:00,2,337.0,316.0,2,0,0
2026-03-28 00:00:00+00:00,3,484.0,421.0,2,1,0
2026-03-29 00:00:00+00:00,5,231.0,216.0,4,1,0
2026-03-30 00:00:00+00:00,2,328.0,306.0,2,0,0
2026-03-31 00:00:00+00:00,2,342.0,301.0,2,0,0
2026-04-01 00:00:00+00:00,3,565.0,524.0,3,0,0
2026-04-02 00:00:00+00:00,4,556.0,517.0,1,3,0
2026-04-03 00:00:00+00:00,3,357.0,330.0,2,1,0
2026-04-04 00:00:00+00:00,2,187.0,170.0,2,0,0
2026-04-05 00:00:00+00:00,2,217.0,190.0,2,0,0
2026-04-06 00:00:00+00:00,2,178.0,145.0,2,0,0
2026-04-07 00:00:00+00:00,2,211.0,181.0,2,0,0
2026-04-08 00:00:00+00:00,2,211.0,191.0,2,0,0
2026-04-09 00:00:00+00:00,2,196.0,181.0,2,0,0
2026-04-10 00:00:00+00:00,2,242.0,215.0,2,0,0
2026-04-13 00:00:00+00:00,5,293.0,263.0,3,2,0
2026-04-14 00:00:00+00:00,3,415.0,397.0,2,1,0
2026-04-15 00:00:00+00:00,5,720.0,684.0,2,3,0
2026-04-16 00:00:00+00:00,3,247.0,221.0,2,1,0
2026-04-17 00:00:00+00:00,2,296.0,267.0,2,0,0
2026-04-18 00:00:00+00:00,2,298.0,265.0,2,0,0
2026-04-19 00:00:00+00:00,2,211.0,182.0,2,0,0
2026-04-20 00:00:00+00:00,3,209.0,181.0,2,1,0
2026-04-21 00:00:00+00:00,2,240.0,214.0,2,0,0
2026-04-22 00:00:00+00:00,2,228.0,212.0,2,0,0
2026-04-23 00:00:00+00:00,3,124.0,111.0,2,1,0
2026-04-24 00:00:00+00:00,4,677.0,625.0,2,2,0
2026-04-25 00:00:00+00:00,4,262.0,238.0,2,2,0
2026-04-26 00:00:00+00:00,2,134.0,114.0,2,0,0
2026-04-27 00:00:00+00:00,2,161.0,133.0,2,0,0
2026-04-28 00:00:00+00:00,2,224.0,207.0,2,0,0
2026-04-29 00:00:00+00:00,3,259.0,224.0,2,1,0
2026-04-30 00:00:00+00:00,2,269.0,249.0,2,0,0
2026-05-01 00:00:00+00:00,3,645.0,603.0,3,0,0
2026-05-02 00:00:00+00:00,4,554.0,527.0,3,1,0
2026-05-03 00:00:00+00:00,5,446.0,364.0,3,2,0
2026-05-04 00:00:00+00:00,5,297.0,253.0,3,2,0
2026-05-05 00:00:00+00:00,4,172.0,150.0,2,2,0
2026-05-06 00:00:00+00:00,2,152.0,142.0,2,0,0
2026-05-07 00:00:00+00:00,2,122.0,111.0,2,0,0
2026-05-08 00:00:00+00:00,3,64.0,54.0,2,1,0
2026-05-09 00:00:00+00:00,2,43.0,43.0,2,0,0
2026-05-10 00:00:00+00:00,3,76.0,76.0,3,0,0
2026-05-11 00:00:00+00:00,3,314.0,290.0,3,0,0
2026-05-12 00:00:00+00:00,3,270.0,242.0,3,0,0
2026-05-13 00:00:00+00:00,4,1449.0,1374.0,2,2,0
2026-05-14 00:00:00+00:00,5,246.0,224.0,2,3,0
2026-05-15 00:00:00+00:00,3,359.0,333.0,2,1,0
2026-05-16 00:00:00+00:00,2,355.0,347.0,2,0,0
2026-05-17 00:00:00+00:00,5,613.0,574.0,2,3,0
2026-05-18 00:00:00+00:00,2,267.0,238.0,2,0,0
2026-05-19 00:00:00+00:00,4,211.0,187.0,2,2,0
2026-05-20 00:00:00+00:00,4,238.0,221.0,3,1,0
2026-05-21 00:00:00+00:00,2,161.0,152.0,2,0,0
2026-05-22 00:00:00+00:00,2,169.0,147.0,2,0,0
2026-05-23 00:00:00+00:00,3,636.0,584.0,2,1,0
2026-05-24 00:00:00+00:00,7,388.0,337.0,2,5,0
2026-05-25 00:00:00+00:00,4,199.0,186.0,2,2,0
2026-05-26 00:00:00+00:00,2,190.0,177.0,2,0,0
2026-05-27 00:00:00+00:00,4,201.0,191.0,3,1,0
2026-05-28 00:00:00+00:00,3,307.0,291.0,2,1,0
2026-05-29 00:00:00+00:00,4,337.0,324.0,2,2,0
2026-05-30 00:00:00+00:00,2,275.0,258.0,2,0,0
2026-05-31 00:00:00+00:00,2,342.0,305.0,2,0,0
2026-06-01 00:00:00+00:00,4,783.0,699.0,2,2,0
2026-06-02 00:00:00+00:00,4,305.0,293.0,2,2,0
2026-06-03 00:00:00+00:00,3,361.0,331.0,2,1,0
2026-06-04 00:00:00+00:00,3,272.0,252.0,2,1,0
2026-06-05 00:00:00+00:00,3,349.0,325.0,2,1,0
2026-06-06 00:00:00+00:00,2,318.0,297.0,2,0,0
2026-06-07 00:00:00+00:00,2,214.0,183.0,2,0,0
2026-06-08 00:00:00+00:00,4,251.0,227.0,2,2,0
2026-06-09 00:00:00+00:00,2,286.0,260.0,2,0,0
2026-06-10 00:00:00+00:00,5,304.0,274.0,2,3,0
2026-06-11 00:00:00+00:00,2,201.0,186.0,2,0,0
2026-06-12 00:00:00+00:00,3,201.0,193.0,2,1,0
2026-06-13 00:00:00+00:00,3,160.0,151.0,2,1,0
2026-06-14 00:00:00+00:00,5,737.0,688.0,2,3,0
2026-06-15 00:00:00+00:00,3,198.0,178.0,2,1,0
2026-06-16 00:00:00+00:00,2,210.0,188.0,2,0,0
2026-06-17 00:00:00+00:00,3,299.0,269.0,2,1,0
2026-06-18 00:00:00+00:00,2,159.0,148.0,2,0,0
2026-06-19 00:00:00+00:00,2,200.0,193.0,2,0,0
2026-06-20 00:00:00+00:00,4,208.0,195.0,2,2,0
2026-06-21 00:00:00+00:00,3,204.0,194.0,2,1,0
2026-06-22 00:00:00+00:00,3,211.0,194.0,3,0,0
2026-06-23 00:00:00+00:00,3,131.0,124.0,2,1,0
2026-06-24 00:00:00+00:00,4,116.0,107.0,2,2,0
2026-06-25 00:00:00+00:00,3,242.0,223.0,2,1,0
2026-06-26 00:00:00+00:00,2,189.0,173.0,2,0,0
2026-06-27 00:00:00+00:00,5,193.0,176.0,2,3,0
2026-06-28 00:00:00+00:00,2,162.0,136.0,2,0,0
2026-06-29 00:00:00+00:00,2,205.0,189.0,2,0,0
2026-06-30 00:00:00+00:00,4,235.0,213.0,2,2,0
2026-07-01 00:00:00+00:00,3,551.0,530.0,2,1,0
2026-07-02 00:00:00+00:00,8,233.0,183.0,2,6,0
2026-07-03 00:00:00+00:00,4,131.0,112.0,2,2,0
2026-07-04 00:00:00+00:00,4,181.0,167.0,2,2,0
2026-07-05 00:00:00+00:00,3,440.0,413.0,2,1,0
2026-07-06 00:00:00+00:00,7,268.0,220.0,2,5,0
2026-07-07 00:00:00+00:00,5,236.0,198.0,2,3,0
2026-07-08 00:00:00+00:00,4,130.0,104.0,2,2,0
2026-07-09 00:00:00+00:00,2,207.0,184.0,2,0,0
2026-07-10 00:00:00+00:00,6,161.0,137.0,2,4,0
2026-07-11 00:00:00+00:00,4,199.0,176.0,2,2,0
2026-07-12 00:00:00+00:00,3,247.0,236.0,2,1,0
2026-07-13 00:00:00+00:00,4,249.0,219.0,2,2,0
2026-07-14 00:00:00+00:00,4,216.0,191.0,2,2,0
2026-07-15 00:00:00+00:00,6,279.0,247.0,2,4,0
2026-07-16 00:00:00+00:00,4,185.0,167.0,2,2,0
2026-07-17 00:00:00+00:00,5,168.0,141.0,2,3,0
2026-07-18 00:00:00+00:00,6,232.0,190.0,2,4,0
2026-07-19 00:00:00+00:00,6,177.0,154.0,2,4,0
2026-07-20 00:00:00+00:00,3,135.0,121.0,2,1,0
2026-07-21 00:00:00+00:00,5,299.0,282.0,2,3,0
2026-07-22 00:00:00+00:00,5,226.0,206.0,2,3,0
2026-07-23 00:00:00+00:00,4,244.0,220.0,2,2,0
2026-07-24 00:00:00+00:00,6,327.0,282.0,3,3,0
2026-07-25 00:00:00+00:00,5,198.0,162.0,2,3,0
2026-07-26 00:00:00+00:00,3,205.0,180.0,2,1,0
2026-07-27 00:00:00+00:00,4,199.0,171.0,2,2,0
2026-07-28 00:00:00+00:00,2,130.0,115.0,2,0,0
2026-07-29 00:00:00+00:00,3,353.0,332.0,2,1,0
2026-07-30 00:00:00+00:00,7,418.0,335.0,2,5,0
2026-07-31 00:00:00+00:00,7,295.0,229.0,2,5,0
2026-08-01 00:00:00+00:00,3,194.0,170.0,2,1,0
2026-08-02 00:00:00+00:00,2,238.0,220.0,2,0,0
2026-08-03 00:00:00+00:00,4,200.0,178.0,2,2,0
2026-08-04 00:00:00+00:00,6,233.0,185.0,2,4,0
2026-08-05 00:00:00+00:00,5,156.0,118.0,2,3,0
2026-08-06 00:00:00+00:00,2,213.0,180.0,2,0,0
2026-08-07 00:00:00+00:00,4,238.0,214.0,2,2,0
2026-08-08 00:00:00+00:00,3,219.0,179.0,1,2,0
2026-08-09 00:00:00+00:00,4,234.0,199.0,2,2,0
2026-08-10 00:00:00+00:00,3,203.0,181.0,2,1,0
2026-08-11 00:00:00+00:00,6,260.0,231.0,2,4,0
2026-08-12 00:00:00+00:00,5,194.0,170.0,2,3,0
2026-08-14 00:00:00+00:00,3,245.0,217.0,2,1,0
2026-08-15 00:00:00+00:00,4,177.0,156.0,2,2,0
2026-08-16 00:00:00+00:00,2,189.0,167.0,2,0,0
2026-08-17 00:00:00+00:00,4,248.0,209.0,2,2,0
2026-08-18 00:00:00+00:00,6,230.0,209.0,3,3,0
2026-08-19 00:00:00+00:00,3,253.0,230.0,2,1,0
2026-08-20 00:00:00+00:00,4,236.0,203.0,2,2,0
2026-08-21 00:00:00+00:00,4,322.0,287.0,2,2,0
2026-08-22 00:00:00+00:00,2,205.0,175.0,2,0,0
2026-08-23 00:00:00+00:00,4,234.0,195.0,2,2,0
2026-08-24 00:00:00+00:00,4,189.0,161.0,2,2,0
2026-08-25 00:00:00+00:00,2,225.0,197.0,2,0,0
2026-08-26 00:00:00+00:00,4,303.0,266.0,2,2,0
2026-08-27 00:00:00+00:00,3,338.0,291.0,3,0,0
2026-08-28 00:00:00+00:00,6,388.0,328.0,3,3,0
2026-08-29 00:00:00+00:00,4,401.0,369.0,3,1,0
2026-08-30 00:00:00+00:00,3,183.0,157.0,2,1,0
2026-08-31 00:00:00+00:00,5,276.0,244.0,2,3,0
2026-09-01 00:00:00+00:00,5,316.0,259.0,3,2,0
2026-09-02 00:00:00+00:00,2,218.0,190.0,2,0,0
2026-09-03 00:00:00+00:00,3,163.0,144.0,2,1,0
2026-09-04 00:00:00+00:00,3,204.0,165.0,2,1,0
2026-09-05 00:00:00+00:00,2,156.0,130.0,2,0,0
2026-09-06 00:00:00+00:00,2,141.0,120.0,2,0,0
2026-09-07 00:00:00+00:00,3,229.0,205.0,2,1,0
2026-09-08 00:00:00+00:00,4,321.0,287.0,2,2,0
2026-09-09 00:00:00+00:00,2,209.0,188.0,2,0,0
2026-09-10 00:00:00+00:00,2,216.0,193.0,2,0,0
2026-09-11 00:00:00+00:00,6,211.0,184.0,2,4,0
2026-09-12 00:00:00+00:00,3,903.0,781.0,3,0,0
2026-09-13 00:00:00+00:00,3,462.0,426.0,3,0,0
2026-09-14 00:00:00+00:00,2,224.0,211.0,2,0,0
2026-09-15 00:00:00+00:00,2,112.0,95.0,2,0,0
2026-09-16 00:00:00+00:00,5,230.0,193.0,2,3,0
2026-09-17 00:00:00+00:00,2,171.0,147.0,2,0,0
2026-09-18 00:00:00+00:00,3,243.0,208.0,2,1,0
